brand,model_year,milage,fuel_type,ext_col,int_col,accident,price,horsepower,displacement,cylinders,transmission_type,gears
13,2015,84352.0,5,1,0,0,0,188.0,2.0,4.0,1,1.0
49,2022,19000.0,4,5,0,1,3,437.0,3.4,6.0,0,10.0
24,2015,115550.0,3,9,0,1,0,240.0,2.0,4.0,0,9.0
26,2009,191775.0,1,9,6,0,0,310.0,5.4,8.0,0,6.0
13,2023,923.0,2,8,0,1,2,325.0,3.5,6.0,0,8.0
34,2017,124630.0,0,0,0,1,3,188.0,3.0,6.0,0,5.0
34,2019,17000.0,3,9,2,1,4,603.0,4.0,8.0,0,9.0
4,2018,73500.0,3,0,1,1,1,320.0,3.0,6.0,0,8.0
0,1998,120000.0,3,8,6,0,0,140.0,1.8,4.0,0,4.0
3,2019,73837.0,3,3,2,1,1,333.0,3.0,6.0,0,8.0
4,2014,29500.0,3,3,0,1,2,560.0,4.4,8.0,0,8.0
50,2021,13613.0,3,9,0,1,1,200.0,2.0,4.0,0,6.5
25,2023,1185.0,3,0,0,1,4,409.0,3.4,6.0,0,10.0
19,2015,143250.0,3,3,0,1,0,328.0,3.7,6.0,0,7.0
4,2006,46508.0,3,4,6,0,0,215.0,3.0,6.0,0,8.0
4,2015,18651.0,3,8,0,1,2,560.0,4.4,8.0,0,8.0
4,2019,36438.0,3,9,6,1,1,335.0,3.0,6.0,0,8.0
22,2014,46628.0,3,9,6,1,0,199.5,2.4,4.0,0,6.0
42,2023,5700.0,2,3,8,1,4,835.0,0.0,0.0,0,1.0
4,2015,57550.0,3,0,8,1,1,240.0,2.0,4.0,2,6.0
7,2017,48600.0,3,0,0,1,3,640.0,6.2,8.0,0,8.0
13,2020,119000.0,3,9,0,1,0,169.0,2.5,4.0,0,8.0
24,2020,36500.0,3,9,7,1,3,550.0,5.0,8.0,0,8.0
25,2010,121250.0,3,0,8,0,0,204.0,2.5,6.0,0,6.0
4,2023,2437.0,4,3,0,1,3,375.0,3.0,6.0,0,8.0
51,2018,110380.0,3,3,6,0,1,316.0,2.0,4.0,0,8.0
18,2008,149000.0,3,0,3,1,0,173.0,2.7,6.0,0,4.0
10,2021,14684.0,3,0,0,1,1,345.0,3.6,6.0,0,8.0
34,2017,39000.0,3,9,0,0,1,362.0,3.0,6.0,0,9.0
14,2019,65212.0,3,9,0,1,2,355.0,5.3,8.0,0,8.0
3,2020,41856.0,3,3,0,1,4,591.0,4.0,8.0,0,8.0
42,2023,655.0,2,8,3,1,4,835.0,0.0,0.0,0,1.0
49,2019,54000.0,4,3,3,1,1,219.0,2.5,4.0,1,1.0
1,2019,26500.0,3,3,0,1,2,505.0,2.9,6.0,0,8.0
24,2020,38356.0,3,8,6,1,1,380.0,2.0,8.0,0,8.0
1,2020,21487.0,3,1,6,1,1,280.0,2.0,4.0,0,8.0
7,2007,99000.0,3,0,0,1,1,403.0,6.2,8.0,0,6.0
13,2019,35597.0,1,0,0,1,2,325.0,6.2,8.0,0,6.0
37,2005,130307.0,3,1,0,1,0,287.0,3.5,6.0,0,5.0
47,2010,178000.0,3,1,0,1,0,170.0,2.5,4.0,0,5.0
16,2003,160265.0,3,9,3,0,0,115.0,1.7,4.0,0,6.0
33,2020,8700.0,3,0,0,1,4,562.0,3.8,8.0,0,7.0
30,2016,1000.0,3,3,7,1,1,404.0,3.0,6.0,0,8.0
21,2022,29800.0,3,6,6,1,2,285.0,5.7,8.0,0,8.0
30,2017,49750.0,3,9,7,1,1,404.0,3.0,6.0,0,8.0
25,2002,121000.0,3,3,0,1,0,220.0,3.0,6.0,0,8.0
26,2005,140000.0,3,0,6,1,0,302.0,4.6,8.0,0,6.0
7,2016,61549.0,3,8,6,0,0,400.0,3.6,8.0,0,8.0
26,2016,38100.0,3,3,6,1,1,365.0,3.5,6.0,0,6.0
49,2010,138071.0,3,8,3,1,0,106.0,1.5,4.0,2,5.0
34,2019,40000.0,3,0,0,0,3,603.0,4.0,8.0,0,7.0
34,2022,41545.0,4,9,0,1,3,362.0,3.0,8.0,0,7.0
34,2019,47850.0,3,9,0,0,4,416.0,4.0,8.0,0,7.0
18,2014,128000.0,3,1,7,1,0,201.0,1.6,4.0,2,6.0
49,2019,48156.0,3,0,6,1,2,268.0,4.0,6.0,0,5.0
34,2021,4700.0,4,0,0,1,4,496.0,4.0,8.0,0,9.0
3,2017,39071.0,3,9,0,1,3,333.0,4.0,8.0,0,8.0
32,1999,96680.0,3,4,6,0,0,140.0,1.8,4.0,2,5.0
34,2017,53500.0,3,9,2,0,1,362.0,3.0,6.0,0,9.0
8,2007,11025.0,3,5,0,1,2,505.0,7.0,8.0,2,6.0
13,2021,44000.0,0,9,2,0,3,475.0,6.7,8.0,0,10.0
50,2022,11000.0,3,1,8,1,1,184.0,2.0,4.0,0,6.5
4,2012,103000.0,3,0,0,1,0,407.0,4.4,8.0,0,6.0
4,2024,456.0,3,0,0,1,4,543.0,3.0,6.0,0,8.0
25,2018,64000.0,3,8,2,1,1,301.0,4.6,8.0,0,6.0
3,2017,108000.0,3,3,2,1,1,333.0,3.0,6.0,0,8.0
1,2018,37045.0,3,9,7,0,1,280.0,2.0,4.0,0,8.0
24,2023,5433.0,4,0,0,1,4,380.0,3.0,8.0,0,8.0
4,2019,28744.0,3,0,0,1,2,335.0,4.4,6.0,0,8.0
4,2015,65800.0,3,9,7,1,2,425.0,3.0,6.0,0,8.0
43,2021,850.0,3,9,8,1,4,563.0,6.7,12.0,0,8.0
3,2019,33012.0,2,1,6,1,1,355.0,0.0,0.0,0,1.0
25,2011,107818.0,3,3,6,0,0,204.0,2.5,6.0,0,6.0
24,2016,79500.0,3,9,0,1,0,240.0,2.0,4.0,0,9.0
12,2015,20000.0,3,8,2,0,4,553.0,3.9,8.0,0,7.0
25,2018,37000.0,3,0,7,1,3,471.0,5.0,8.0,0,10.0
22,2022,11945.0,2,6,0,1,1,199.5,3.8,4.0,0,8.0
14,2005,131800.0,3,3,3,0,0,295.0,5.3,8.0,0,4.0
25,2008,146000.0,3,8,6,1,0,272.0,3.5,6.0,0,8.0
37,2010,29000.0,3,3,6,1,1,350.0,3.7,6.0,2,6.0
10,2004,141209.0,3,0,0,1,0,345.0,5.7,8.0,0,8.0
13,2016,85253.0,3,9,6,1,0,365.0,3.5,6.0,0,8.0
19,2015,87009.0,3,3,0,1,0,325.0,3.7,6.0,0,7.0
4,2023,4348.0,3,9,0,1,4,335.0,4.4,8.0,0,8.0
26,2016,158000.0,3,8,6,1,0,380.0,3.5,6.0,0,6.0
51,2020,10500.0,3,9,0,1,1,250.0,2.0,4.0,0,8.0
3,2018,45843.0,3,3,0,1,1,340.0,3.0,6.0,0,8.0
13,2021,15198.0,3,1,6,1,1,325.0,1.5,3.0,0,8.0
50,2001,220000.0,3,3,6,1,0,140.0,2.8,6.0,0,6.5
20,2017,58000.0,3,0,0,1,2,550.0,5.0,8.0,0,8.0
24,2020,30424.0,4,3,0,1,2,380.0,2.0,8.0,0,8.0
41,2021,38012.0,3,8,0,1,2,395.0,5.7,8.0,0,8.0
42,2023,2500.0,2,3,3,1,4,835.0,0.0,0.0,0,1.0
4,2021,11078.0,3,0,8,1,4,335.0,6.6,12.0,0,8.0
25,2018,50000.0,3,9,0,1,3,383.0,5.7,8.0,0,8.0
24,2019,58000.0,3,9,0,1,1,247.0,2.0,4.0,0,8.0
25,2018,61000.0,3,0,0,1,3,471.0,5.0,8.0,0,8.0
3,2019,48500.0,3,3,0,0,2,349.0,3.0,6.0,0,8.0
24,2018,65680.0,3,3,0,0,1,247.0,2.0,4.0,0,8.0
41,2020,44362.0,3,9,0,1,2,395.0,5.7,8.0,0,8.0
3,2019,18603.0,3,0,0,1,2,333.0,3.0,6.0,0,8.0
3,2020,35999.0,4,0,2,1,2,333.0,4.0,6.0,0,8.0
7,2021,8044.0,3,0,6,1,4,420.0,6.2,8.0,0,8.0
34,2016,9738.0,3,8,0,1,4,503.0,4.0,8.0,0,7.0
4,2009,112000.0,3,3,0,0,1,420.0,4.0,8.0,0,8.0
16,2009,167300.0,3,3,0,1,0,190.0,2.4,4.0,0,5.0
43,2022,115.0,3,6,8,1,4,563.0,6.7,12.0,0,8.0
7,2015,71000.0,3,0,2,0,1,420.0,6.2,8.0,0,6.0
0,2020,31015.0,3,3,6,1,1,279.5,2.0,4.0,0,10.0
4,2022,33000.0,3,5,0,1,1,228.0,2.0,4.0,0,8.0
6,2013,68325.0,1,3,3,1,0,180.0,2.4,4.0,0,6.0
34,2020,20937.0,3,0,0,1,4,362.0,4.0,8.0,0,9.0
41,2021,34365.0,3,3,3,0,2,410.0,6.4,8.0,0,8.0
34,2018,32000.0,3,0,0,1,2,208.0,2.0,4.0,0,7.0
24,2020,40237.0,3,3,6,1,1,380.0,2.0,8.0,0,8.0
51,2020,22500.0,3,0,8,1,2,316.0,2.0,4.0,0,8.0
13,2020,58700.0,3,0,2,0,2,375.0,3.5,6.0,0,10.0
49,2006,264893.0,4,6,6,0,0,208.0,3.3,6.0,0,6.0
49,2005,209500.0,3,1,3,1,0,282.0,4.7,8.0,0,5.0
13,2023,195.0,3,1,3,1,4,310.0,3.5,6.0,0,10.0
8,2016,120000.0,0,9,3,1,0,260.0,6.6,8.0,0,6.0
8,2022,14676.0,2,0,1,1,1,200.0,0.0,0.0,0,6.0
21,2021,33704.0,4,9,0,1,2,285.0,2.0,4.0,0,8.0
4,2023,2950.0,4,0,2,1,4,375.0,3.0,6.0,0,8.0
34,2021,17994.0,3,6,6,1,4,362.0,3.0,6.0,0,9.0
49,2020,44101.0,3,3,0,1,2,268.0,5.7,8.0,0,6.0
4,2021,25918.0,3,3,0,1,1,228.0,2.0,4.0,0,8.0
4,2008,87000.0,3,9,6,1,0,300.0,3.0,6.0,0,8.0
32,2018,28333.0,3,1,0,1,1,184.0,2.5,4.0,0,6.0
3,2018,29294.0,3,9,6,1,1,340.0,3.0,6.0,0,8.0
4,2005,138000.0,3,9,6,1,0,184.0,2.5,6.0,0,5.0
51,2020,44487.0,5,1,2,1,3,400.0,2.0,4.0,0,8.0
0,2021,16878.0,3,8,6,1,1,279.5,2.0,4.0,0,10.0
0,2022,30177.0,3,0,6,1,2,279.5,3.5,6.0,3,2.0
8,2021,53000.0,3,0,0,0,3,420.0,6.2,8.0,0,10.0
48,2021,61308.0,2,9,8,1,2,425.0,0.0,0.0,0,1.0
8,2022,32117.0,3,1,0,1,1,355.0,3.6,6.0,0,6.0
4,2013,79341.0,3,6,2,1,0,445.0,4.4,8.0,0,8.0
24,2007,220000.0,3,9,6,1,0,300.0,4.4,8.0,0,8.0
4,2021,16900.0,3,1,8,1,2,255.0,2.0,4.0,0,8.0
40,2007,75137.0,3,0,3,0,1,245.0,2.7,6.0,2,6.0
13,2021,37594.0,3,0,6,1,3,325.0,3.5,6.0,0,10.0
34,2021,12771.0,3,0,6,1,2,362.0,2.0,8.0,0,7.0
13,2012,6400.0,3,3,0,1,2,550.0,5.4,8.0,2,6.0
48,2021,69548.0,2,0,0,0,1,425.0,0.0,0.0,0,1.0
37,2009,79893.0,3,3,0,1,0,332.0,3.7,6.0,0,7.0
49,2014,124838.0,3,0,3,1,1,381.0,5.7,8.0,0,6.0
37,2020,14353.0,3,0,3,1,3,375.0,5.6,8.0,0,7.0
13,2022,22985.0,3,9,3,1,1,169.0,2.5,4.0,0,8.0
19,2014,161894.0,3,9,6,1,0,400.0,5.6,8.0,0,7.0
2,2008,25025.0,3,9,0,0,1,380.0,4.3,8.0,0,6.0
27,2017,19650.0,3,3,7,1,3,400.0,3.5,6.0,2,6.0
24,2020,29500.0,3,8,8,1,2,247.0,2.0,4.0,0,8.0
37,2007,132272.0,3,3,3,0,0,261.0,4.0,6.0,2,6.0
10,2012,122000.0,3,9,0,0,0,370.0,5.7,8.0,0,5.0
6,2022,18185.0,3,9,6,1,1,275.0,1.3,3.0,1,1.0
37,2018,56450.0,2,0,0,0,0,147.0,0.0,0.0,0,7.0
37,2012,102000.0,2,3,3,1,0,107.0,0.0,0.0,0,1.0
21,2022,18428.0,3,3,0,1,4,285.0,6.4,6.0,0,8.0
37,2023,535.0,3,10,0,1,3,400.0,3.0,6.0,2,6.0
24,2013,81648.0,3,9,6,1,0,380.0,5.0,8.0,3,6.0
40,2003,138202.0,3,3,0,0,1,365.0,3.2,6.0,2,6.0
5,2004,69600.0,3,3,0,1,1,550.0,6.0,12.0,0,8.0
20,2018,39900.0,3,9,0,1,2,550.0,5.0,8.0,0,8.0
7,2021,36500.0,3,9,0,1,4,420.0,6.2,8.0,0,8.0
3,2018,42650.0,3,3,0,1,1,220.0,2.0,4.0,0,8.0
21,2020,68816.0,3,0,0,1,1,285.0,2.0,4.0,0,8.0
3,2016,91188.0,3,0,0,1,1,450.0,4.0,8.0,0,7.0
48,2022,3077.0,2,3,0,1,2,455.0,0.0,0.0,0,1.0
32,2024,3880.0,3,3,0,1,2,184.0,2.5,4.0,0,8.0
13,2017,67482.0,5,3,0,0,0,188.0,2.0,4.0,1,1.0
7,2018,67726.0,3,0,0,1,2,420.0,6.2,8.0,0,10.0
3,2008,207000.0,3,0,0,0,0,250.0,3.2,6.0,2,6.0
18,2021,35550.0,3,0,0,0,1,240.0,2.5,4.0,0,8.0
34,2016,44000.0,3,0,0,1,2,577.0,5.5,8.0,0,7.0
34,2015,11249.0,3,9,6,1,2,429.0,4.7,8.0,0,7.0
0,2014,111650.0,3,4,6,0,0,290.0,3.5,6.0,0,6.0
41,2019,18526.0,0,9,0,1,3,395.0,6.7,6.0,0,6.0
3,2012,103272.0,3,0,2,1,0,310.0,3.0,6.0,0,8.0
4,2023,1160.0,3,3,0,1,3,453.0,3.0,6.0,2,6.0
41,2019,107714.0,3,0,0,1,1,395.0,5.7,8.0,0,8.0
3,2013,111773.0,3,2,6,1,0,211.0,2.0,4.0,0,8.0
7,2019,54002.0,3,0,6,0,1,304.0,3.6,6.0,0,8.0
50,2016,87000.0,3,3,3,0,0,150.0,1.4,4.0,0,6.5
13,2016,49700.0,3,1,0,1,1,350.0,2.3,4.0,2,6.0
34,2017,34500.0,3,3,0,1,3,503.0,4.0,8.0,0,7.0
13,2021,31729.0,3,6,6,0,1,325.0,1.5,3.0,0,8.0
21,2021,7388.0,3,8,0,1,2,285.0,3.6,6.0,0,8.0
4,2017,41550.0,5,3,0,1,1,247.0,2.0,4.0,0,8.0
34,2018,44486.0,3,3,0,1,1,362.0,2.0,4.0,0,9.0
0,2013,20750.0,3,0,0,1,1,300.0,3.7,6.0,0,6.0
15,2022,12000.0,3,4,6,1,2,365.0,3.3,6.0,0,8.0
25,2021,14206.0,3,0,0,1,4,383.0,5.7,8.0,0,8.0
21,2022,31700.0,3,3,0,1,2,293.0,3.6,6.0,0,8.0
18,2022,13044.0,5,1,3,0,1,139.0,1.6,4.0,0,7.0
22,2009,100730.0,3,6,6,1,0,173.0,2.7,6.0,0,8.0
4,2023,5338.0,5,1,8,1,3,389.0,3.0,6.0,0,8.0
13,2014,85149.0,3,9,6,1,1,325.0,5.4,6.0,0,8.0
4,2018,48291.0,3,3,2,1,3,567.0,4.4,8.0,0,8.0
50,2001,111887.0,3,1,3,1,0,140.0,2.8,6.0,0,6.5
43,2010,79000.0,3,3,0,1,3,563.0,6.6,12.0,0,8.0
26,2016,125000.0,3,3,6,1,1,380.0,3.5,6.0,0,6.0
34,2022,13777.0,3,0,0,0,1,221.0,2.0,4.0,0,8.0
41,2022,14920.0,3,0,0,1,2,395.0,3.6,6.0,0,8.0
21,2022,14627.0,3,0,6,1,2,285.0,3.6,6.0,0,8.0
51,2010,90050.0,3,2,6,1,0,235.0,3.2,6.0,0,8.0
47,2014,45000.0,3,1,0,0,1,200.0,2.0,4.0,2,6.0
8,1998,7666.0,3,8,0,1,1,340.0,5.7,8.0,0,4.0
17,2006,89900.0,3,8,6,1,1,325.0,6.0,8.0,0,4.0
3,2021,14724.0,4,9,7,1,4,333.0,4.0,6.0,0,8.0
13,2011,132000.0,3,0,0,0,0,305.0,3.7,6.0,0,8.0
14,2010,32652.0,3,8,2,1,0,182.0,2.4,4.0,0,6.0
21,2022,11164.0,3,0,0,1,1,293.0,3.6,6.0,0,8.0
4,2020,22655.0,3,3,0,1,3,425.0,3.0,6.0,0,7.0
34,2019,9500.0,3,3,3,1,4,630.0,4.0,8.0,0,7.0
8,2021,10300.0,3,0,0,1,1,335.0,3.6,6.0,2,6.0
4,2018,48000.0,3,1,0,1,2,567.0,4.4,8.0,0,8.0
34,2007,138000.0,3,3,0,0,0,382.0,5.5,8.0,0,7.0
41,2022,24058.0,3,8,0,1,4,395.0,6.2,8.0,0,8.0
3,2016,31500.0,3,3,0,1,3,560.0,4.0,8.0,0,8.0
40,2020,19701.0,3,6,6,1,2,365.0,3.0,6.0,0,7.0
15,2022,10200.0,3,9,0,1,2,375.0,3.5,6.0,0,8.0
2,2008,62378.0,3,8,6,0,1,380.0,4.3,8.0,2,6.0
37,2006,84200.0,3,3,3,1,0,300.0,3.5,6.0,2,6.0
49,2013,138700.0,1,9,3,0,0,381.0,5.7,8.0,0,6.0
8,2021,41050.0,3,3,3,1,3,355.0,5.3,8.0,0,10.0
21,2020,39192.0,3,9,0,1,1,285.0,2.4,4.0,0,9.0
4,2022,7758.0,3,0,0,1,2,335.0,2.0,6.0,0,8.0
13,2021,31654.0,3,8,6,1,1,325.0,1.5,3.0,0,8.0
34,2017,63000.0,3,9,0,0,2,469.0,4.0,8.0,0,7.0
51,2005,257700.0,3,8,6,1,0,218.0,2.5,5.0,2,6.0
34,2017,57000.0,3,9,0,0,1,302.0,3.5,6.0,0,7.0
8,2017,89000.0,3,3,3,1,1,355.0,5.3,8.0,0,6.0
8,2015,134500.0,3,0,0,1,1,355.0,5.3,8.0,0,6.0
0,2022,15895.0,3,0,6,1,2,279.5,3.5,6.0,0,10.0
43,2022,398.0,3,3,1,1,4,563.0,6.7,12.0,0,8.0
15,2022,20319.0,3,9,0,1,2,300.0,2.5,4.0,0,8.0
39,1999,158000.0,3,9,0,0,0,200.0,3.8,6.0,0,4.0
25,2021,40906.0,3,0,0,1,2,301.0,4.6,6.0,0,8.0
4,2020,33749.0,3,1,7,1,4,335.0,4.4,6.0,0,8.0
4,2023,1120.0,3,3,8,1,4,503.0,3.0,6.0,0,8.0
21,2021,26088.0,3,3,0,1,1,285.0,3.6,6.0,0,8.0
22,2022,14950.0,3,3,3,0,1,147.0,2.0,4.0,0,8.0
22,2018,47466.0,3,3,0,1,0,199.5,2.0,4.0,0,8.0
4,2022,10376.0,3,3,0,1,4,335.0,4.4,8.0,0,8.0
41,2021,18500.0,3,9,0,1,2,280.0,3.6,6.0,0,8.0
50,2021,24596.0,3,0,0,1,1,200.0,3.6,6.0,0,8.0
18,2021,2905.0,3,3,0,1,1,240.0,2.5,4.0,0,8.0
20,2015,71290.0,3,2,0,0,1,340.0,3.0,6.0,0,8.0
3,2022,15000.0,4,3,0,1,3,335.0,3.0,6.0,0,8.0
19,2017,37900.0,3,3,0,1,1,208.0,2.0,4.0,0,7.0
34,2019,32500.0,3,0,0,1,2,385.0,3.0,6.0,0,9.0
36,2003,61491.0,3,1,0,0,1,271.0,2.0,4.0,2,5.0
21,2013,77634.0,3,6,0,1,1,285.0,3.6,6.0,0,5.0
3,2015,83000.0,0,0,0,0,0,150.0,2.0,4.0,0,6.0
50,2002,121800.0,3,0,0,1,0,174.0,2.8,6.0,2,5.0
4,2020,65852.0,3,0,6,1,3,335.0,4.4,6.0,0,8.0
5,2023,1335.0,3,6,6,1,4,552.0,4.0,8.0,0,8.0
34,2014,83315.0,3,9,8,1,0,208.0,2.0,4.0,0,7.0
25,2015,101000.0,4,0,0,0,0,134.0,1.8,4.0,0,8.0
49,2022,29322.0,3,3,0,1,2,268.0,3.4,6.0,0,10.0
34,2019,23900.0,3,9,0,1,1,241.0,2.0,4.0,0,9.0
34,2016,40515.0,3,0,0,0,2,362.0,4.0,8.0,0,7.0
13,2020,67516.0,3,3,6,1,1,325.0,3.5,6.0,0,8.0
32,2010,155000.0,3,3,0,1,0,273.0,3.7,6.0,0,6.0
16,2019,26998.0,3,0,0,1,1,205.0,3.5,6.0,0,6.0
5,2018,18500.0,3,0,2,1,4,600.0,6.0,12.0,0,8.0
29,2009,137600.0,3,6,0,1,0,172.0,1.6,4.0,2,6.0
37,2005,125500.0,3,0,6,1,0,245.0,3.5,6.0,1,1.0
5,2019,22039.0,3,9,0,1,4,542.0,4.0,8.0,0,8.0
37,2011,137483.0,3,9,3,1,0,188.0,1.6,4.0,1,1.0
13,2019,67500.0,3,3,0,1,2,375.0,3.5,6.0,0,10.0
13,2020,52000.0,3,3,2,0,2,375.0,3.5,6.0,0,10.0
23,2006,10000.0,3,8,0,1,4,571.0,6.2,12.0,0,7.0
5,2018,32500.0,3,0,6,0,4,600.0,6.0,12.0,0,8.0
4,2019,14806.0,3,0,0,0,4,601.0,6.6,12.0,0,8.0
15,2022,11000.0,3,9,6,0,2,300.0,2.5,4.0,0,8.0
8,2011,92530.0,1,8,0,0,0,320.0,5.3,8.0,0,6.0
10,2017,34845.0,3,9,0,0,1,295.0,3.6,6.0,0,8.0
40,2018,16280.0,3,8,0,1,4,365.0,2.5,4.0,0,7.0
40,2011,77000.0,3,8,6,1,1,265.0,2.9,6.0,0,7.0
40,2010,63000.0,3,0,6,0,1,500.0,4.8,8.0,0,7.0
25,2016,39700.0,3,9,6,1,1,268.0,3.5,6.0,0,6.0
22,2013,103111.0,4,3,6,0,0,199.0,2.4,4.0,0,8.0
24,2019,75897.0,3,0,0,1,1,380.0,2.0,8.0,0,8.0
20,2017,55000.0,3,3,7,1,1,380.0,3.0,6.0,0,8.0
25,2005,114000.0,3,3,3,0,0,270.0,4.7,8.0,0,8.0
34,2011,80124.0,3,0,0,1,0,382.0,5.5,8.0,0,7.0
4,2023,7000.0,3,3,3,1,4,600.0,4.4,8.0,0,8.0
41,2023,4285.0,3,8,0,1,3,395.0,5.7,8.0,0,8.0
23,2019,17175.0,3,3,6,1,4,571.0,5.2,10.0,0,7.0
49,2017,34049.0,4,1,6,1,1,268.0,3.5,6.0,1,1.0
3,2019,16000.0,2,9,6,0,1,355.0,0.0,0.0,0,8.0
14,1996,95000.0,3,9,3,1,1,290.0,7.4,8.0,0,4.0
24,2020,59355.0,3,0,6,1,3,380.0,3.0,8.0,0,8.0
8,2022,31000.0,2,8,8,1,1,200.0,0.0,0.0,0,1.0
4,2019,19300.0,3,9,7,1,1,335.0,3.0,6.0,0,8.0
7,2009,155000.0,1,8,6,0,0,403.0,6.2,8.0,0,6.0
46,2010,120010.0,3,3,0,0,0,161.0,2.4,4.0,0,4.0
22,2012,152520.0,3,9,6,1,0,200.0,2.4,4.0,0,6.0
40,2015,47000.0,3,0,2,1,2,520.0,4.8,8.0,0,7.0
15,2023,2046.0,3,4,3,1,2,252.0,2.0,4.0,0,8.0
8,2021,24965.0,3,0,0,0,1,355.0,1.2,3.0,1,1.0
49,2005,108000.0,3,6,3,1,0,160.0,2.4,4.0,0,5.0
49,2015,76000.0,3,8,3,1,0,266.0,3.5,6.0,0,6.0
40,2014,30000.0,3,0,2,1,3,400.0,3.8,6.0,0,7.0
51,2015,59271.0,3,1,0,1,1,325.0,3.0,6.0,0,6.0
4,2017,52500.0,5,1,0,0,1,247.0,2.0,4.0,0,8.0
48,2020,23100.0,2,1,8,1,1,425.0,0.0,0.0,0,1.0
11,2017,45000.0,3,3,0,0,1,164.0,1.4,4.0,2,6.0
10,2002,179000.0,3,0,0,0,0,245.0,5.9,8.0,0,8.0
49,2023,1500.0,3,3,5,1,4,382.0,3.0,6.0,2,6.0
4,2022,38671.0,4,3,6,1,3,335.0,3.0,6.0,0,8.0
21,2007,135465.0,3,0,3,1,0,205.0,3.8,6.0,0,8.0
29,2014,79000.0,3,9,0,1,0,181.0,1.6,4.0,0,6.0
37,2012,42259.0,3,0,0,0,0,290.0,3.5,6.0,1,1.0
49,2006,159890.0,3,1,3,0,0,225.0,3.3,6.0,0,6.0
30,2023,2200.0,4,0,7,1,3,325.0,2.0,4.0,0,8.0
25,2022,15833.0,4,9,6,1,2,308.0,3.5,6.0,1,1.0
4,2013,96000.0,3,0,0,0,0,240.0,2.0,4.0,0,8.0
4,2009,72900.0,3,3,3,1,0,300.0,3.0,6.0,0,6.0
4,2021,7121.0,3,3,0,1,4,335.0,4.4,6.0,0,8.0
18,2023,3402.0,4,9,0,1,2,226.0,1.6,4.0,0,7.0
51,2013,73000.0,3,3,0,1,0,227.0,2.5,5.0,0,8.0
4,2021,30309.0,4,1,6,1,3,335.0,3.0,6.0,0,8.0
13,2021,24000.0,2,9,0,1,1,290.0,0.0,0.0,0,1.0
4,2016,73000.0,3,0,0,1,1,320.0,3.0,6.0,0,8.0
13,2019,26465.0,3,9,6,1,1,325.0,2.0,4.0,0,8.0
50,2020,26870.0,3,0,3,0,1,200.0,2.0,4.0,0,8.0
16,2004,184000.0,3,1,3,0,0,240.0,3.5,6.0,0,6.0
4,2022,4514.0,3,3,0,1,4,335.0,4.4,6.0,0,8.0
41,2022,1300.0,3,8,0,1,2,410.0,6.4,8.0,0,8.0
21,2018,49924.0,3,9,0,1,1,293.0,3.6,6.0,0,8.0
14,2019,36526.0,3,8,0,1,2,420.0,6.2,8.0,0,10.0
4,2015,37000.0,3,3,3,1,2,560.0,4.4,8.0,0,8.0
0,2017,79884.0,3,3,3,0,1,279.5,3.5,6.0,0,9.0
50,2016,30000.0,3,1,6,0,0,170.0,1.8,4.0,0,6.5
4,2021,11102.0,3,0,0,1,4,600.0,4.4,8.0,0,8.0
13,2012,105500.0,3,3,0,1,0,412.0,5.0,8.0,2,6.0
4,2019,31157.0,3,0,6,1,3,335.0,4.4,6.0,0,8.0
22,2019,86204.0,3,3,0,0,1,199.5,3.3,6.0,0,8.0
4,2014,80211.0,3,3,7,0,0,300.0,3.0,6.0,0,8.0
2,2010,25991.0,3,3,0,1,3,420.0,4.7,8.0,0,6.0
34,2008,73000.0,3,0,0,1,0,268.0,3.5,6.0,0,7.0
4,2018,40989.0,3,0,6,1,1,320.0,3.0,6.0,0,8.0
10,2010,102681.0,3,8,0,1,0,158.0,2.0,4.0,2,6.0
0,2010,123000.0,3,0,0,0,0,300.0,3.7,6.0,0,8.0
21,2005,160900.0,3,0,6,0,0,190.0,4.0,6.0,0,4.0
4,2011,105000.0,3,3,0,0,1,414.0,4.0,8.0,2,6.0
22,2023,1340.0,5,0,0,1,2,177.0,1.6,4.0,0,8.0
13,2021,17850.0,2,8,0,1,2,266.0,0.0,0.0,0,8.0
4,2011,72277.0,3,3,7,1,1,414.0,4.0,8.0,0,8.0
21,2023,7000.0,4,3,0,1,2,285.0,3.6,6.0,0,8.0
40,2022,10627.0,3,6,0,1,4,365.0,2.9,6.0,0,8.0
13,2020,67015.0,3,9,6,1,1,325.0,2.3,4.0,0,10.0
4,2018,19600.0,3,0,0,0,3,425.0,3.0,6.0,0,7.0
13,2022,5800.0,2,9,8,1,2,346.0,0.0,0.0,0,1.0
11,2017,33812.0,2,3,0,1,0,111.0,0.0,0.0,0,1.0
7,2015,99897.0,3,0,0,1,1,420.0,6.2,8.0,0,8.0
34,2014,127500.0,3,9,8,1,1,429.0,4.7,8.0,0,7.0
13,2021,23842.0,3,3,6,1,2,325.0,3.5,6.0,0,10.0
42,2023,2108.0,2,3,8,1,4,835.0,0.0,0.0,0,1.0
4,2014,65550.0,3,0,0,1,1,560.0,4.4,8.0,0,8.0
23,2017,22000.0,3,9,0,1,4,573.0,5.2,10.0,0,7.0
13,2022,15600.0,3,3,6,0,3,315.0,2.7,6.0,0,8.0
25,2021,22400.0,3,9,7,1,4,471.0,5.0,8.0,0,8.0
25,2015,89150.0,3,9,0,1,1,360.0,4.6,8.0,0,8.0
