brand,model_year,milage,fuel_type,ext_col,int_col,accident,price,horsepower,displacement,cylinders,transmission_type,gears
4,2023,15000.0,3,1,5,1,4,335.0,3.0,6.0,0,8.0
3,2018,49500.0,3,1,3,1,1,220.0,2.0,4.0,0,6.0
50,2015,85385.0,3,3,0,1,0,210.0,2.0,4.0,2,6.0
7,2023,3000.0,0,9,2,1,4,277.0,3.0,6.0,0,8.0
18,2018,66126.0,3,9,3,1,0,240.0,2.0,4.0,0,6.0
49,2023,1075.0,3,9,0,1,1,228.0,2.4,4.0,2,6.0
13,2023,2489.0,3,9,0,1,4,325.0,3.0,6.0,0,10.0
18,2021,25000.0,3,0,3,1,1,191.0,2.5,4.0,0,8.0
37,2017,92000.0,3,0,0,1,1,390.0,5.6,8.0,0,7.0
25,2008,123500.0,3,9,3,0,0,263.0,4.7,8.0,0,8.0
7,2013,105000.0,3,0,0,0,0,318.0,3.6,6.0,0,6.0
3,2008,49000.0,3,0,0,1,3,420.0,4.2,8.0,2,6.0
20,2020,28357.0,3,0,7,1,2,340.0,3.0,8.0,0,8.0
8,2018,81000.0,1,8,3,1,1,285.0,4.3,6.0,0,6.0
13,2021,45000.0,3,3,0,1,2,375.0,3.5,6.0,0,8.0
49,2011,173456.0,1,0,3,0,0,381.0,5.7,8.0,0,6.0
3,2019,93400.0,4,3,2,1,2,335.0,3.0,6.0,0,8.0
49,2015,90000.0,3,9,6,1,0,268.0,3.5,6.0,0,6.0
40,2017,40600.0,3,3,0,1,1,252.0,2.0,4.0,0,7.0
25,2023,20121.0,3,3,7,1,2,311.0,3.5,6.0,0,8.0
34,2020,3921.0,3,0,8,1,4,362.0,2.0,4.0,0,7.0
25,2011,187450.0,3,3,6,0,0,275.0,3.5,6.0,0,8.0
49,2021,6400.0,3,3,0,1,3,382.0,3.0,6.0,0,6.0
34,2017,54500.0,3,9,0,1,1,362.0,3.0,6.0,0,9.0
4,2017,78500.0,3,8,2,0,2,445.0,4.4,8.0,0,8.0
8,2018,75000.0,3,3,0,1,1,355.0,5.3,8.0,0,6.0
13,2014,89988.0,3,8,7,0,2,411.0,6.2,8.0,0,8.0
47,2005,107000.0,3,6,6,1,0,250.0,3.0,6.0,0,5.0
1,2019,21400.0,3,9,0,1,1,280.0,2.0,4.0,0,8.0
32,2007,83150.0,3,9,6,1,0,244.0,2.3,4.0,0,6.0
13,2018,92000.0,0,0,0,0,1,250.0,3.0,6.0,0,10.0
34,2021,15042.0,3,3,6,1,2,362.0,2.0,4.0,0,9.0
3,2017,39000.0,3,0,0,0,1,333.0,3.0,6.0,0,8.0
41,2017,67483.0,3,2,6,0,2,410.0,6.4,8.0,0,6.0
48,2015,62089.0,2,0,6,1,1,329.0,0.0,0.0,0,1.0
3,2017,54300.0,3,0,0,1,2,605.0,4.0,8.0,0,8.0
18,2022,30565.0,4,3,0,1,1,192.0,2.0,4.0,0,7.0
3,2016,142666.0,3,0,0,0,1,450.0,4.0,8.0,0,8.0
13,2009,166200.0,3,1,3,0,0,207.0,4.0,6.0,0,8.0
19,2015,88977.0,4,3,0,0,0,354.0,3.5,6.0,0,7.0
4,2011,114890.0,3,9,6,1,1,414.0,4.0,8.0,0,8.0
34,2009,171000.0,3,0,0,0,0,268.0,3.5,6.0,0,5.0
13,2019,90067.0,3,0,0,1,1,325.0,3.5,6.0,0,6.0
8,2014,97579.0,3,0,0,0,0,323.0,3.6,6.0,0,6.0
32,2017,52000.0,3,0,0,0,1,155.0,2.0,4.0,2,6.0
21,2021,25968.0,3,3,0,1,1,285.0,3.6,6.0,0,8.0
29,2016,41680.0,3,3,0,1,0,189.0,2.0,4.0,0,6.0
44,2002,77200.0,3,0,6,1,0,205.0,2.0,4.0,2,5.0
4,2019,50000.0,3,1,6,1,2,335.0,3.0,6.0,0,8.0
40,2021,21613.0,3,9,6,1,2,365.0,2.0,6.0,0,7.0
3,2022,17377.0,3,9,6,1,1,333.0,2.0,6.0,0,8.0
3,2005,153000.0,3,1,1,0,0,250.0,2.7,6.0,2,6.0
18,2015,116612.0,3,9,8,0,0,311.0,3.8,6.0,0,8.0
3,2018,72000.0,3,1,0,0,1,354.0,3.0,6.0,0,8.0
3,2019,39000.0,4,0,2,1,2,335.0,3.0,6.0,0,8.0
26,2008,149000.0,3,6,6,1,0,300.0,5.4,8.0,0,6.0
4,2018,19300.0,3,9,3,1,3,425.0,3.0,6.0,2,6.0
32,2021,27836.0,3,3,7,1,1,184.0,2.5,4.0,0,6.0
8,2023,3273.0,3,0,7,1,3,490.0,6.2,8.0,0,6.0
13,2017,74349.0,3,9,6,1,1,375.0,3.5,6.0,0,10.0
13,2019,85000.0,0,9,0,0,2,450.0,6.7,8.0,0,6.0
12,2022,2250.0,3,3,1,1,4,611.0,3.9,8.0,0,8.0
34,2017,46100.0,3,0,6,0,1,362.0,3.0,6.0,0,9.0
18,2019,49500.0,3,3,3,1,1,185.0,2.4,4.0,0,8.0
34,2012,31130.0,3,0,0,1,1,302.0,3.5,6.0,0,7.0
13,2008,149460.0,0,1,3,0,0,350.0,6.4,8.0,0,8.0
35,2003,90000.0,3,1,6,0,0,302.0,4.6,8.0,0,4.0
13,2021,48000.0,1,9,3,1,2,275.0,3.5,6.0,0,8.0
34,2013,98000.0,3,9,6,0,0,248.0,3.5,6.0,0,7.0
50,2022,18655.0,3,9,0,1,1,200.0,2.0,4.0,0,6.5
8,2006,60000.0,3,2,2,0,1,325.0,8.1,8.0,0,6.0
8,2014,169500.0,1,7,2,1,0,320.0,5.3,8.0,0,6.0
36,2008,189500.0,3,8,0,1,0,162.0,2.4,4.0,2,5.0
49,2016,91000.0,3,0,2,1,3,381.0,5.7,8.0,0,6.0
15,2022,7396.0,3,4,0,1,2,365.0,2.5,4.0,0,8.0
49,2004,229450.0,3,3,3,1,0,240.0,4.7,8.0,0,6.0
30,2023,8603.0,3,6,6,1,4,405.0,3.0,6.0,0,8.0
3,2014,49098.0,3,9,0,0,2,450.0,4.2,8.0,0,8.0
37,2022,21212.0,3,3,6,1,1,284.0,1.5,3.0,1,1.0
40,2010,62743.0,3,3,3,1,1,400.0,4.8,8.0,0,7.0
4,2021,24300.0,4,3,6,1,2,382.0,3.0,6.0,0,8.0
7,2010,104000.0,1,3,6,1,0,403.0,6.2,8.0,0,8.0
51,2020,46250.0,3,9,6,0,1,281.0,2.0,4.0,0,8.0
32,2023,1930.0,3,0,0,0,2,184.0,2.5,4.0,0,6.0
9,2022,61494.0,4,9,0,1,1,285.0,3.6,6.0,1,1.0
21,2020,24040.0,3,0,0,1,1,285.0,2.0,4.0,0,8.0
49,2001,231581.0,3,6,6,1,0,220.0,3.0,6.0,0,6.0
13,2019,81000.0,3,3,0,1,1,375.0,3.5,6.0,0,10.0
24,2022,23568.0,3,8,6,1,2,380.0,2.0,8.0,0,8.0
32,2020,78700.0,3,9,0,1,0,187.0,2.5,4.0,0,6.0
22,2015,109580.0,3,8,0,0,0,192.0,2.4,4.0,0,6.0
25,2009,178000.0,3,3,3,0,0,270.0,3.5,6.0,0,8.0
36,2016,131193.0,3,0,0,1,0,200.0,2.4,4.0,1,1.0
34,2017,106000.0,3,9,0,1,1,362.0,3.0,6.0,0,9.0
3,2019,28211.0,3,3,0,0,1,184.0,2.0,4.0,0,8.0
3,2015,91403.0,1,3,3,1,0,333.0,2.0,4.0,0,8.0
34,2016,88600.0,3,0,0,0,0,208.0,2.0,4.0,0,7.0
22,2021,11154.0,3,9,0,1,1,199.5,1.6,4.0,0,8.0
4,2018,45090.0,5,3,0,0,1,313.0,2.0,4.0,0,8.0
34,2003,33272.0,3,8,3,0,0,192.0,2.3,4.0,0,7.0
21,2003,71000.0,3,8,3,1,0,150.0,2.4,4.0,2,5.0
24,2012,141525.0,3,0,0,1,0,375.0,5.0,8.0,0,8.0
20,2007,50000.0,3,0,6,0,1,420.0,4.2,8.0,0,8.0
4,2020,29140.0,3,5,5,1,3,425.0,3.0,6.0,2,6.0
4,2022,9000.0,4,9,7,1,2,382.0,3.0,6.0,0,8.0
34,2021,5595.0,4,9,0,1,4,362.0,3.0,8.0,0,7.0
41,2022,34121.0,3,3,0,1,2,395.0,5.7,8.0,0,8.0
4,2013,36750.0,3,0,0,1,1,445.0,4.4,8.0,0,8.0
34,2007,49626.0,3,9,6,1,0,228.0,3.0,6.0,0,7.0
21,2017,45000.0,3,9,6,0,0,172.0,2.4,4.0,0,8.0
49,2019,69350.0,4,0,3,1,1,306.0,3.5,6.0,0,6.0
4,2022,8307.0,3,1,5,1,4,335.0,4.4,8.0,0,8.0
4,2023,4106.0,3,4,5,1,4,335.0,3.0,6.0,2,6.0
4,1999,184700.0,3,1,3,1,1,240.0,3.2,6.0,2,5.0
30,2018,57500.0,3,9,2,1,2,424.0,3.0,6.0,0,8.0
0,2021,29000.0,3,0,0,1,1,272.0,2.0,4.0,0,10.0
34,2015,61675.0,3,3,0,0,0,208.0,2.0,4.0,0,7.0
34,2021,33300.0,0,9,0,1,2,188.0,3.0,6.0,0,7.0
7,2014,62950.0,3,3,3,0,0,304.0,3.6,6.0,0,6.0
8,2015,56675.0,3,3,0,1,0,323.0,3.6,6.0,0,6.0
40,2013,92000.0,3,4,3,1,1,400.0,4.8,8.0,0,8.0
10,2005,96000.0,3,3,6,0,0,340.0,5.7,8.0,0,5.0
19,2014,33500.0,3,0,0,1,1,330.0,3.7,6.0,0,7.0
24,2020,16754.0,3,9,8,1,4,557.0,5.0,8.0,0,8.0
49,2007,53249.0,4,3,3,0,0,147.0,2.4,4.0,0,6.0
14,2016,119000.0,3,6,2,1,0,281.0,3.6,6.0,0,8.0
26,2021,29336.0,3,0,6,1,1,304.0,2.0,4.0,0,8.0
41,2017,86000.0,0,3,3,0,2,350.0,6.7,6.0,0,6.0
41,2014,177000.0,0,0,6,0,2,385.0,6.7,6.0,0,6.0
34,2013,93500.0,3,0,0,0,0,362.0,4.6,8.0,0,7.0
4,2018,47700.0,3,8,8,0,2,600.0,4.4,8.0,0,8.0
0,2022,16120.0,3,3,6,1,1,279.5,2.4,4.0,0,8.0
6,2005,147589.0,3,9,6,0,0,275.0,4.2,6.0,0,6.0
7,2013,95570.0,1,0,0,0,1,403.0,6.2,8.0,0,8.0
34,2018,45791.0,3,3,3,1,2,463.0,4.0,8.0,0,9.0
19,2016,60000.0,3,3,6,0,1,400.0,5.6,8.0,0,7.0
6,2019,50000.0,3,9,0,1,0,138.0,1.4,4.0,0,6.0
34,2019,33481.0,3,0,6,1,2,362.0,3.0,6.0,0,9.0
21,2010,107000.0,3,3,3,1,0,210.0,3.7,6.0,0,8.0
34,2011,60000.0,3,9,0,0,1,536.0,5.5,8.0,0,7.0
3,2016,55000.0,3,9,2,1,1,333.0,3.0,6.0,0,8.0
32,2022,4004.0,3,0,0,1,1,186.0,2.5,4.0,0,6.0
5,2022,10972.0,3,8,0,1,4,552.0,4.0,8.0,0,8.0
5,2022,27858.0,3,6,6,1,4,552.0,4.0,8.0,0,8.0
50,2016,47144.0,3,1,0,1,1,292.0,2.0,4.0,2,6.0
18,2011,165454.0,3,3,0,0,0,306.0,3.8,6.0,0,6.0
13,2018,98000.0,3,9,6,0,1,375.0,3.5,6.0,0,10.0
18,2020,39913.0,3,0,6,1,1,240.0,2.4,4.0,0,6.0
13,2013,147191.0,3,1,0,0,0,305.0,3.7,6.0,0,6.0
4,2014,53600.0,3,3,0,1,1,300.0,3.0,6.0,0,8.0
34,2020,1750.0,3,1,0,1,4,577.0,4.0,8.0,0,9.0
10,2020,2750.0,3,5,0,1,4,797.0,6.2,8.0,0,8.0
40,2013,40800.0,3,2,6,1,1,265.0,2.7,6.0,0,7.0
40,2018,36798.0,3,3,0,0,2,365.0,2.0,4.0,0,7.0
13,2010,87500.0,3,8,0,0,0,315.0,4.6,8.0,0,8.0
8,2020,93000.0,3,0,0,1,1,355.0,5.3,8.0,0,6.0
34,2018,41515.0,3,0,0,1,1,362.0,2.0,4.0,0,9.0
41,2019,19000.0,1,0,0,0,1,395.0,3.6,6.0,0,8.0
49,2023,1539.0,4,4,6,0,3,268.0,3.4,6.0,0,6.0
4,2018,31090.0,3,4,0,0,3,600.0,4.4,8.0,0,8.0
32,2022,21701.0,3,8,0,1,1,184.0,2.5,4.0,0,6.0
3,2015,73000.0,0,9,3,1,1,240.0,3.0,6.0,0,8.0
15,2020,23600.0,3,1,3,1,1,311.0,3.8,6.0,0,8.0
43,2016,8755.0,3,0,0,1,4,563.0,6.6,12.0,0,8.0
4,2019,20500.0,3,1,0,1,3,560.0,4.4,8.0,0,8.0
13,2013,57912.0,3,0,0,0,0,305.0,3.7,6.0,2,6.0
4,2009,35000.0,3,0,0,1,0,360.0,4.8,8.0,0,8.0
37,2023,7089.0,2,0,0,0,1,214.0,0.0,0.0,0,1.0
22,2022,14676.0,3,6,3,1,2,199.5,3.8,6.0,0,8.0
26,2022,13750.0,3,9,6,1,3,440.0,3.5,6.0,0,10.0
34,2015,13300.0,3,0,0,1,3,449.0,4.7,8.0,0,7.0
8,2017,117000.0,3,1,6,1,1,355.0,6.0,8.0,0,6.0
3,2020,27100.0,4,9,0,1,2,335.0,3.0,6.0,0,8.0
13,2017,89352.0,3,9,0,0,1,310.0,2.3,4.0,0,6.0
8,2018,100000.0,3,9,0,0,0,153.0,1.4,4.0,0,6.0
24,2020,16000.0,4,3,0,1,3,395.0,3.0,6.0,0,8.0
24,2023,15200.0,3,9,0,1,3,296.0,2.0,4.0,0,8.0
4,2012,39960.0,3,9,2,1,1,400.0,4.4,8.0,2,6.0
13,2008,119000.0,3,9,0,0,0,210.0,4.0,6.0,0,8.0
22,2022,10971.0,3,8,0,1,1,199.5,1.6,4.0,0,8.0
32,2014,118500.0,3,3,0,0,0,155.0,2.0,4.0,2,6.0
22,2021,8288.0,3,0,0,1,2,365.0,3.3,6.0,0,8.0
8,2023,2950.0,3,8,3,1,3,650.0,6.2,8.0,0,10.0
34,2017,73000.0,3,9,0,0,3,563.0,5.5,8.0,0,7.0
13,2005,82000.0,3,6,8,1,0,280.0,3.9,8.0,0,8.0
3,2019,7874.0,2,3,6,1,1,333.0,2.0,6.0,0,1.0
14,2017,49105.0,3,9,0,1,1,420.0,6.2,8.0,0,8.0
22,2023,5500.0,3,3,0,1,1,291.0,3.8,6.0,0,8.0
8,2005,36700.0,3,1,0,1,1,400.0,6.0,8.0,2,6.0
4,2014,40000.0,3,9,6,1,1,445.0,4.4,8.0,0,8.0
14,2015,74864.0,3,3,6,1,0,288.0,3.6,6.0,0,8.0
7,2021,15350.0,3,0,0,1,4,420.0,6.2,8.0,0,10.0
37,2010,46100.0,3,1,0,1,3,485.0,3.8,6.0,0,6.0
49,2018,61454.0,3,3,3,1,1,295.0,3.5,6.0,0,6.0
4,2020,45241.0,3,1,2,1,2,335.0,3.0,6.0,0,8.0
19,2018,48000.0,3,0,0,1,1,295.0,3.5,6.0,1,1.0
25,2010,68500.0,3,0,6,1,0,204.0,2.5,6.0,2,6.0
14,2019,43433.0,3,0,6,1,2,355.0,5.3,8.0,0,8.0
8,2005,122961.0,3,8,6,1,1,355.0,6.0,8.0,0,4.0
10,2014,92861.0,3,3,7,1,0,375.0,5.7,8.0,0,5.0
18,2016,72000.0,3,9,6,1,1,429.0,5.0,8.0,0,8.0
23,2019,6929.0,3,1,0,1,4,759.0,6.5,12.0,0,7.0
13,2003,83000.0,3,3,0,1,0,260.0,4.6,8.0,0,8.0
3,2021,18031.0,2,1,0,1,1,333.0,2.0,6.0,0,1.0
49,2023,8200.0,4,2,0,1,3,437.0,3.4,6.0,0,10.0
21,2022,12875.0,3,0,0,1,2,285.0,3.6,6.0,0,8.0
30,2015,32000.0,3,6,2,1,1,454.0,4.7,8.0,0,8.0
4,2013,61145.0,3,9,6,0,1,560.0,4.4,8.0,0,7.0
34,2022,9612.0,3,6,6,1,2,362.0,2.0,8.0,0,99.0
24,2023,3534.0,4,8,0,1,4,380.0,4.4,8.0,0,8.0
13,2011,152000.0,3,2,6,1,0,365.0,3.5,6.0,0,6.0
3,2012,129567.0,3,9,0,1,0,211.0,2.0,4.0,0,8.0
4,2019,36000.0,3,3,0,0,2,335.0,3.0,6.0,0,8.0
4,2009,92008.0,3,9,0,1,0,300.0,3.0,6.0,0,6.0
13,1998,63900.0,3,9,3,1,0,150.0,3.8,6.0,0,8.0
49,2012,150900.0,3,0,3,1,0,381.0,5.7,8.0,0,6.0
24,2018,38020.0,3,9,6,1,3,380.0,5.0,8.0,0,8.0
3,2021,14750.0,4,3,0,1,3,335.0,3.0,6.0,0,8.0
47,2015,52500.0,3,3,0,1,1,268.0,2.0,4.0,2,6.0
8,2017,207571.0,3,0,0,0,1,355.0,5.3,8.0,0,6.0
19,2020,39000.0,3,3,3,1,1,295.0,3.5,6.0,0,7.0
19,2017,93500.0,3,0,0,1,0,295.0,3.5,6.0,0,7.0
4,2018,7200.0,3,0,0,1,3,425.0,3.0,6.0,0,7.0
30,2022,1220.0,3,6,6,1,4,405.0,3.0,6.0,0,8.0
24,2023,8421.0,4,0,8,1,4,395.0,3.0,6.0,0,8.0
4,2020,25520.0,3,3,0,1,4,335.0,4.4,8.0,0,8.0
48,2020,30554.0,2,1,0,1,2,455.0,0.0,0.0,0,1.0
51,2023,17000.0,2,3,1,1,2,402.0,0.0,0.0,0,8.0
34,2011,41314.0,3,8,8,0,1,382.0,5.5,8.0,0,7.0
24,2020,49899.0,3,9,0,0,3,518.0,5.0,8.0,0,8.0
13,2012,186268.0,1,1,0,1,0,240.0,3.0,6.0,0,6.0
25,2016,51335.0,3,3,0,0,1,268.0,3.5,6.0,0,6.0
40,2019,10400.0,3,3,0,1,4,365.0,2.5,4.0,0,7.0
34,2020,20622.0,3,9,0,1,4,362.0,4.0,8.0,0,7.0
41,2022,19376.0,3,9,0,1,2,395.0,5.7,8.0,0,8.0
3,2020,12245.0,3,0,7,1,4,333.0,5.2,10.0,0,7.0
36,2006,77000.0,3,3,0,1,2,286.0,2.0,4.0,2,5.0
0,2013,40000.0,3,1,3,1,1,280.0,3.5,6.0,0,6.0
7,2012,113000.0,3,9,6,1,0,270.0,3.0,6.0,0,6.0
8,2022,7600.0,3,3,0,0,2,455.0,6.2,8.0,2,6.0
49,2022,20400.0,4,9,3,1,1,208.0,2.5,4.0,1,1.0
13,2019,115000.0,3,9,3,1,1,310.0,3.5,6.0,0,8.0
25,2012,239000.0,4,0,0,1,0,295.0,3.5,6.0,0,8.0
20,2014,62194.0,3,0,0,1,1,340.0,3.0,8.0,0,8.0
21,2020,22138.0,3,0,0,1,1,285.0,3.6,6.0,0,8.0
40,2017,48900.0,3,1,0,1,3,350.0,2.5,4.0,0,7.0
3,2014,21800.0,3,9,0,1,4,525.0,5.2,10.0,0,8.0
26,2016,68200.0,3,3,0,0,0,300.0,3.7,6.0,0,6.0
8,2001,139000.0,3,8,3,1,0,190.0,4.3,6.0,0,6.0
34,2021,76100.0,3,0,0,1,4,416.0,4.0,8.0,0,7.0
25,2022,14330.0,3,0,7,1,2,301.0,3.5,6.0,0,8.0
4,2019,41906.0,3,1,8,0,2,445.0,4.4,8.0,0,8.0
8,2016,164000.0,3,0,7,1,1,455.0,6.2,8.0,0,8.0
13,2013,161933.0,4,1,0,1,0,325.0,2.0,4.0,1,1.0
18,2022,22829.0,3,3,0,1,1,240.0,2.5,4.0,0,7.0
25,2023,5483.0,3,9,0,1,2,301.0,2.4,4.0,0,8.0
24,2020,46891.0,3,3,0,0,1,246.0,2.0,4.0,0,9.0
8,2019,72000.0,3,1,6,0,1,355.0,5.3,8.0,0,6.0
40,2020,3400.0,3,9,0,1,4,414.0,4.0,6.0,2,6.0
8,2021,18000.0,3,9,0,0,1,335.0,3.6,6.0,0,10.0
21,2021,30630.0,3,1,0,1,1,285.0,3.6,6.0,0,8.0
14,2023,9978.0,3,9,6,1,4,420.0,6.2,8.0,0,10.0
13,2018,18500.0,3,1,0,0,3,526.0,5.2,8.0,2,6.0
7,2021,72843.0,3,3,6,1,3,400.0,6.2,8.0,0,10.0
6,2017,67500.0,3,0,6,1,0,310.0,3.6,6.0,0,8.0
48,2020,43534.0,2,0,0,1,3,534.0,0.0,0.0,0,1.0
34,2017,36900.0,3,3,6,1,1,241.0,2.0,4.0,0,9.0
8,2017,61720.0,1,3,0,0,1,355.0,5.3,8.0,0,6.0
22,2022,35938.0,3,9,0,1,2,199.5,3.8,6.0,0,8.0
49,2023,10748.0,4,0,0,1,3,268.0,3.4,6.0,0,6.0
3,2023,4457.0,3,0,0,1,4,333.0,4.0,8.0,0,8.0
37,2018,108206.0,3,9,6,0,1,284.0,5.6,6.0,0,7.0
24,2020,32705.0,0,1,6,1,2,380.0,3.0,8.0,0,8.0
22,2020,74026.0,3,8,0,1,1,199.5,3.8,6.0,0,8.0
25,2020,24651.0,3,9,0,1,2,301.0,3.5,6.0,0,6.0
4,2022,13000.0,4,3,5,1,3,335.0,3.0,6.0,0,8.0
24,2023,11700.0,4,3,8,1,4,395.0,3.0,6.0,0,8.0
8,2015,77500.0,0,0,2,1,2,397.0,6.6,8.0,0,6.0
30,2007,82000.0,3,0,0,0,0,394.0,4.2,8.0,0,8.0
10,2017,1389.0,3,0,0,1,4,645.0,8.4,10.0,2,6.0
13,2021,29830.0,3,3,6,1,2,325.0,3.5,6.0,0,10.0
22,2019,62660.0,3,9,0,1,0,185.0,2.4,4.0,0,8.0
24,2018,56006.0,3,3,8,1,2,575.0,5.0,8.0,0,8.0
26,2004,27600.0,3,0,8,1,0,239.0,4.6,8.0,0,4.0
16,2012,47245.0,3,9,0,1,0,201.0,2.4,4.0,2,6.0
25,2017,73948.0,4,9,6,1,1,308.0,3.5,6.0,0,8.0
41,2019,36757.0,1,0,0,1,1,395.0,3.6,6.0,0,8.0
48,2023,4786.0,2,9,8,1,2,425.0,0.0,0.0,0,1.0
3,2023,1900.0,3,3,0,1,3,401.0,2.5,5.0,0,8.0
18,2014,52060.0,3,0,0,0,0,348.0,3.8,6.0,2,6.0
40,2008,58000.0,3,3,0,1,2,303.0,3.4,6.0,2,6.0
13,2010,52246.0,0,6,6,1,1,325.0,6.4,8.0,2,6.0
22,2016,64290.0,3,9,0,1,0,199.5,2.0,4.0,0,6.0
37,2009,37500.0,3,3,5,1,1,332.0,3.7,6.0,2,6.0
15,2023,2121.0,3,9,7,1,2,252.0,2.0,4.0,0,8.0
24,2013,57000.0,3,9,6,1,1,510.0,5.0,8.0,0,8.0
34,2020,22000.0,3,9,6,1,3,463.0,4.0,8.0,0,7.0
13,2023,2000.0,3,0,0,1,3,315.0,2.7,6.0,0,8.0
41,2018,61802.0,1,0,3,1,1,305.0,3.6,6.0,0,8.0
21,2013,106700.0,1,0,0,1,0,290.0,3.6,6.0,0,6.0
3,2013,75965.0,3,9,0,0,1,450.0,4.2,8.0,0,7.0
21,2022,31804.0,3,3,0,0,2,285.0,3.6,6.0,0,8.0
9,2005,116320.0,3,3,7,0,0,215.0,3.2,6.0,0,5.0
3,2011,156875.0,3,0,7,0,0,354.0,4.2,8.0,2,6.0
48,2023,197.0,2,1,0,1,4,670.0,0.0,0.0,0,1.0
7,2020,35200.0,3,1,0,1,1,237.0,2.0,4.0,0,8.0
30,2014,76000.0,3,0,0,1,0,404.0,3.0,6.0,0,8.0
20,2019,29000.0,3,9,0,1,1,247.0,2.0,4.0,0,8.0
4,2019,33499.0,3,3,0,0,2,445.0,4.4,8.0,0,8.0
0,2019,25779.0,3,9,6,0,1,279.5,3.5,6.0,0,9.0
14,2015,76296.0,3,3,0,0,0,182.0,2.4,4.0,0,6.0
4,2014,29553.0,2,0,3,1,0,170.0,0.0,0.0,0,1.0
37,2011,109902.0,3,1,3,1,0,122.0,1.8,4.0,0,7.0
34,2019,23083.0,3,9,6,1,1,255.0,2.0,4.0,0,9.0
49,2003,143600.0,3,0,0,1,0,180.0,1.8,4.0,2,6.0
41,2021,22000.0,3,0,0,1,2,395.0,5.7,8.0,0,8.0
34,2022,13000.0,4,3,0,1,4,429.0,3.0,6.0,0,9.0
3,2018,53000.0,3,9,2,0,1,252.0,2.0,4.0,0,8.0
26,2019,44741.0,3,6,6,1,2,450.0,3.5,6.0,0,10.0
3,2008,202000.0,3,1,3,0,0,255.0,3.2,6.0,0,8.0
8,2006,215000.0,3,0,0,0,0,345.0,6.0,8.0,0,6.0
34,2019,77138.0,3,9,0,1,2,362.0,4.0,8.0,0,7.0
51,2018,90641.0,3,9,6,1,1,281.0,2.0,4.0,0,8.0
49,2011,177702.0,3,3,3,0,0,179.0,2.5,4.0,0,6.0
34,2018,58350.0,3,0,0,1,1,208.0,2.0,4.0,0,7.0
8,2010,86170.0,3,0,0,0,0,304.0,3.6,6.0,0,6.0
32,2012,36568.0,3,1,6,0,1,167.0,2.0,4.0,2,6.0
13,2015,54357.0,3,9,3,1,0,173.0,1.6,4.0,0,6.0
34,2015,20394.0,3,0,0,0,2,362.0,5.5,8.0,0,7.0
22,2023,7578.0,4,9,6,1,1,199.5,1.6,4.0,0,8.0
40,2010,64800.0,3,3,3,0,1,255.0,2.9,6.0,2,6.0
49,2016,117780.0,3,3,0,1,1,270.0,4.0,6.0,0,5.0
18,2019,33100.0,2,0,0,1,0,201.0,0.0,0.0,0,1.0
24,2016,86202.0,3,0,0,1,0,240.0,2.0,4.0,0,9.0
13,2012,163000.0,1,9,3,1,0,255.0,5.4,8.0,0,8.0
34,2004,35400.0,3,0,3,1,1,302.0,5.0,8.0,0,7.0
21,2018,31000.0,3,3,0,1,1,180.0,2.4,4.0,0,9.0
34,2018,103069.0,3,1,2,1,2,362.0,4.0,8.0,0,7.0
34,2021,22480.0,3,9,2,1,4,416.0,4.0,8.0,0,7.0
48,2016,91000.0,2,3,8,1,1,691.0,0.0,0.0,0,1.0
25,2010,41500.0,3,1,0,0,2,416.0,5.0,8.0,0,8.0
4,2010,91545.0,3,0,0,1,0,300.0,3.0,6.0,0,6.0
3,2022,4100.0,4,1,0,1,4,591.0,4.0,8.0,0,8.0
6,2006,110000.0,3,6,6,1,0,275.0,4.6,8.0,0,6.0
26,2016,88000.0,3,0,0,1,0,335.0,2.7,6.0,0,6.0
37,2018,42833.0,3,1,3,1,1,390.0,5.6,8.0,0,7.0
40,2020,23278.0,3,1,6,1,4,365.0,3.0,6.0,0,7.0
4,2015,60100.0,3,1,6,1,1,300.0,3.0,6.0,0,8.0
21,2022,17381.0,3,8,0,1,3,285.0,5.7,8.0,0,8.0
7,2013,63172.0,3,0,0,0,0,202.0,2.5,4.0,0,8.0
13,2010,72000.0,3,9,3,0,0,136.0,2.0,4.0,0,8.0
22,2022,4820.0,2,8,0,1,2,320.0,0.0,0.0,0,1.0
49,2018,51000.0,3,0,3,1,1,381.0,5.7,8.0,0,6.0
21,2013,54500.0,3,4,0,1,1,285.0,3.6,6.0,0,8.0
30,2006,61840.0,3,3,6,1,0,394.0,4.2,8.0,0,8.0
14,2002,300000.0,0,0,3,0,0,300.0,6.6,8.0,0,5.0
37,2011,103400.0,3,3,3,0,0,261.0,4.0,6.0,0,5.0
4,2023,816.0,3,9,0,1,4,335.0,4.4,8.0,0,8.0
40,2016,719.0,3,9,2,1,4,365.0,4.0,6.0,2,6.0
24,2023,3678.0,4,9,0,1,4,380.0,3.0,8.0,0,8.0
13,2016,107000.0,1,9,3,0,1,385.0,5.0,8.0,0,6.0
4,2022,5018.0,3,6,5,1,4,335.0,4.4,6.0,0,8.0
40,2010,13850.0,3,0,0,1,3,385.0,3.8,6.0,2,6.0
9,2021,21478.0,3,3,0,1,1,285.0,3.6,6.0,0,8.0
16,2020,64200.0,4,9,0,0,1,151.0,1.5,4.0,1,1.0
40,2006,31075.0,3,0,0,1,1,365.0,3.4,6.0,0,5.0
48,2022,25250.0,2,9,8,1,2,455.0,0.0,0.0,0,1.0
