Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Horsepower,HP RPM,Torque,Torque RPM
18,0,2015,8517.636,5,1,56,13,0,2,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,85.0,6000.0,114.0,4000
18,0,2014,55269.0,2,1,11,14,0,2,1.248,1,3995.0,1695.0,1555.0,5.0,42.0,74.0,4000.0,190.0,2000
12,1,2021,8073.0,2,0,45,12,0,2,1.493,1,3995.0,1790.0,1647.0,5.0,45.0,113.0,4000.0,250.0,1500
26,1,2018,23598.0,5,1,6,12,0,2,1.598,1,4413.0,1699.0,1466.0,5.0,55.0,104.0,5200.0,153.0,3750
0,4,2012,15835.5,5,0,45,2,1,1,4.163,0,4649.0,1860.0,1366.0,5.0,64.0,444.0,8250.0,430.0,4000
8,0,2020,10557.0,5,0,6,13,0,2,1.197,1,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,114.0,4000
20,2,2012,27773.604,5,0,6,14,0,2,3.496,0,5157.0,2183.0,1659.0,7.0,80.0,272.0,6000.0,350.0,5000
29,2,2020,15244.929,2,1,29,7,1,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
8,1,2017,60237.0,2,0,74,13,0,1,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
29,4,2018,4843.8,2,0,45,14,0,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
7,0,2010,48438.0,5,1,74,14,0,1,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
24,0,2019,34155.0,5,1,71,13,0,2,0.799,1,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,72.0,4386
0,4,2021,12420.0,5,0,6,14,3,2,1.984,1,4915.0,1874.0,1455.0,5.0,75.0,180.0,4000.0,320.0,1500
28,2,2021,8441.874,2,0,6,2,0,2,1.956,1,4661.0,1894.0,1786.0,6.0,50.0,168.0,3750.0,350.0,1750
0,2,2014,46575.0,2,0,1,14,0,2,1.968,1,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,380.0,1750
7,0,2014,26725.977,5,1,26,13,0,2,1.198,1,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,109.0,4500
18,0,2013,16146.0,2,1,15,14,0,2,1.248,1,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,190.0,2000
17,1,2020,48438.0,2,1,73,14,0,2,2.179,2,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500
29,1,2018,71415.0,2,0,15,0,0,2,2.755,2,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,360.0,1200
7,1,2021,5402.7,5,0,41,4,0,2,1.199,1,3995.0,1695.0,1501.0,5.0,35.0,89.0,6000.0,110.0,4800
20,4,2019,19251.0,2,0,45,7,0,1,2.1430000000000002,0,4819.0,2141.0,1796.0,5.0,93.0,201.0,3800.0,500.0,1600
11,2,2020,25918.056,2,0,1,7,0,2,1.956,0,4395.0,1818.0,1640.0,5.0,60.0,171.0,3750.0,350.0,1750
19,4,2017,24840.0,2,0,11,14,1,2,2.979,0,5005.0,1981.0,1693.0,5.0,80.0,275.0,4000.0,600.0,2000
29,4,2020,34155.0,2,0,15,1,0,1,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
23,4,2014,99360.0,5,0,45,2,0,2,4.806,0,4846.0,1939.0,1702.0,5.0,100.0,500.0,6500.0,700.0,2250
29,2,2022,6831.0,2,0,0,1,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,360.0,1400
29,0,2011,72657.0,2,1,0,14,1,2,2.982,0,4695.0,1840.0,1850.0,7.0,80.0,171.0,3600.0,343.0,1400
0,2,2014,58995.0,2,0,39,14,0,2,2.967,0,5089.0,1983.0,1737.0,7.0,100.0,241.0,3800.0,550.0,1750
18,0,2019,47196.0,0,1,32,14,0,2,0.998,1,3655.0,1620.0,1675.0,5.0,60.0,58.0,5500.0,78.0,3500
18,0,2018,11178.0,5,1,39,13,0,2,0.998,1,3545.0,1490.0,1475.0,5.0,35.0,67.0,6000.0,90.0,3500
18,0,2015,23598.0,5,1,45,5,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
18,0,2018,26703.0,2,0,45,12,0,2,1.248,1,3840.0,1735.0,1530.0,5.0,37.0,74.0,4000.0,190.0,2000
8,0,2013,66447.0,2,1,10,14,0,2,1.582,1,4370.0,1700.0,1475.0,5.0,43.0,126.0,4000.0,260.0,1900
20,4,2021,8073.0,5,0,15,12,0,2,2.996,2,4702.0,1810.0,1434.0,4.0,66.0,362.0,5500.0,520.0,2000
20,1,2011,52785.0,2,0,44,14,1,2,2.1430000000000002,2,4868.0,1854.0,1471.0,5.0,90.0,203.0,4200.0,500.0,1600
28,1,2018,5540.562,5,0,6,12,0,2,1.198,1,3994.0,1811.0,1607.0,5.0,44.0,108.0,5000.0,170.0,1750
18,0,2013,29683.8,5,1,17,12,0,2,0.796,1,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500
17,0,2012,88803.0,2,1,44,13,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,140.0,3750.0,330.0,2800
28,2,2019,42698.718,2,1,27,14,0,2,1.956,1,4598.0,1894.0,1706.0,5.0,50.0,138.0,3750.0,350.0,1750
7,0,2015,44712.0,2,1,0,14,1,2,1.498,1,4386.0,1683.0,1603.0,7.0,42.0,99.0,3600.0,200.0,1750
28,1,2022,4657.5,5,1,45,14,0,2,1.199,1,3827.0,1742.0,1615.0,5.0,37.0,84.0,6000.0,113.0,3300
8,0,2016,13911.642,5,1,45,7,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
7,1,2019,7689.222,5,1,56,8,0,1,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
18,0,2017,37881.0,2,1,66,9,0,2,1.248,1,3995.0,1745.0,1500.0,5.0,37.0,74.0,4000.0,190.0,2000
10,4,2018,56429.028,2,0,11,2,0,2,1.999,0,4731.0,2071.0,1651.0,5.0,82.0,177.0,4000.0,430.0,1750
13,4,2022,13668.21,5,0,44,14,0,2,1.997,0,4879.0,2073.0,1803.0,5.0,104.0,296.0,5500.0,400.0,1500
29,2,2015,44712.0,2,0,29,1,1,2,2.982,0,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,343.0,1400
24,0,2018,46885.5,5,1,58,2,0,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
1,3,2018,15525.0,2,0,11,14,0,2,1.995,1,4439.0,1821.0,1612.0,5.0,51.0,188.0,4000.0,400.0,1750
0,2,2018,23598.0,2,0,15,12,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,184.0,3500.0,380.0,1750
18,0,2009,24582.906,5,1,59,12,0,2,1.061,1,3520.0,1475.0,1690.0,5.0,35.0,67.0,6200.0,84.0,3500
8,0,2018,20894.787,5,0,45,12,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,40.0,82.0,6000.0,115.0,4000
17,1,2016,53406.0,2,1,39,14,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
8,0,2018,35922.987,5,1,6,7,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
18,0,2016,45954.0,5,1,59,14,0,2,1.197,1,3995.0,1695.0,1555.0,5.0,42.0,83.0,6000.0,115.0,4000
23,4,2015,36018.0,2,0,10,14,0,2,2.967,0,4846.0,2155.0,1705.0,5.0,85.0,245.0,4400.0,550.0,2750
22,0,2014,52785.0,2,1,27,13,1,2,1.461,1,4331.0,1822.0,1671.0,5.0,50.0,84.0,3750.0,200.0,1900
24,0,2016,16146.0,5,1,45,4,0,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
8,2,2020,11178.0,5,0,45,1,0,2,1.353,1,4300.0,1790.0,1635.0,5.0,50.0,138.0,6000.0,242.0,1500
17,2,2022,6831.0,2,0,45,1,0,2,2.184,0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,300.0,1600
13,4,2018,35583.3,2,0,28,14,0,2,2.179,0,4600.0,2069.0,1724.0,7.0,65.0,148.0,4000.0,400.0,1750
29,0,2019,15525.0,5,0,15,12,0,2,1.197,1,3995.0,1745.0,1510.0,5.0,37.0,82.0,6000.0,113.0,4200
8,1,2017,24219.0,5,0,27,12,1,2,1.591,1,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850
29,2,2020,27945.0,2,1,40,7,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
30,0,2015,50209.092,5,0,20,7,1,2,1.198,1,3970.0,1682.0,1453.0,5.0,45.0,103.0,5000.0,175.0,1500
9,2,2018,46942.632,2,0,27,14,0,2,2.999,2,4825.0,1860.0,1840.0,7.0,65.0,174.0,3600.0,380.0,1800
18,0,2014,33794.82,5,1,31,13,0,2,0.998,1,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500
29,1,2015,24703.38,5,0,45,14,0,2,1.798,1,4620.0,1775.0,1475.0,5.0,55.0,138.0,6400.0,173.0,4000
8,0,2013,48624.921,5,0,56,7,1,2,1.197,1,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000
28,1,2018,23598.0,2,1,45,14,0,2,2.179,2,4788.0,1903.0,1791.0,7.0,60.0,148.0,4000.0,320.0,1700
8,0,2009,78578.235,5,1,27,5,0,2,1.197,1,3565.0,1595.0,1550.0,5.0,35.0,80.0,5200.0,111.0,4000
8,1,2016,23026.059,5,0,67,12,0,2,1.591,1,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850
20,4,2018,54151.2,2,0,6,14,0,2,2.987,0,5130.0,1934.0,1850.0,7.0,100.0,255.0,3400.0,620.0,1600
0,1,2014,31671.0,2,0,58,5,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
30,0,2013,24219.0,5,1,15,12,0,2,1.198,1,3970.0,1682.0,1453.0,5.0,45.0,74.0,5400.0,110.0,3750
10,3,2017,18629.379,2,0,6,2,0,2,1.999,2,4795.0,1967.0,1416.0,5.0,56.0,177.0,4000.0,430.0,1750
0,2,2016,52598.7,2,0,33,14,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
8,0,2014,34776.0,5,1,51,12,0,2,1.591,1,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200
8,1,2022,2100.843,5,1,45,2,0,2,0.998,1,3995.0,1770.0,1605.0,5.0,45.0,118.0,6000.0,172.0,1500
18,0,2018,26082.0,2,1,39,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
1,1,2012,40365.0,2,0,15,13,1,2,1.995,0,4648.0,1881.0,1661.0,5.0,67.0,184.0,4000.0,380.0,1750
7,1,2019,10557.0,5,1,1,14,0,2,1.199,1,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800
1,4,2016,23598.0,2,0,12,14,1,2,1.995,2,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750
7,0,2014,38812.5,2,1,71,3,0,2,1.498,1,3990.0,1680.0,1505.0,5.0,35.0,99.0,3600.0,200.0,1750
28,2,2021,18772.209,2,0,45,14,0,2,1.956,1,4598.0,1894.0,1706.0,5.0,50.0,168.0,3750.0,350.0,1750
23,4,2019,5589.0,5,0,56,2,0,1,3.436,0,4491.0,1852.0,1304.0,4.0,68.0,325.0,7400.0,390.0,5600
18,0,2016,16518.6,0,1,56,4,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
18,0,2017,53406.0,2,1,73,4,1,2,1.248,1,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,200.0,1750
8,1,2017,53406.0,5,0,6,2,0,2,1.999,1,4475.0,1850.0,1660.0,5.0,62.0,153.0,6200.0,192.0,4000
8,0,2013,18092.835,5,1,52,14,0,2,1.197,1,3995.0,1710.0,1505.0,5.0,45.0,83.0,6000.0,113.0,4000
31,1,2015,31649.265,2,0,36,14,0,1,1.984,1,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500
29,1,2014,44712.0,2,0,15,14,0,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400
20,3,2016,17388.0,5,0,24,13,0,2,1.991,2,4686.0,1810.0,1442.0,5.0,66.0,181.0,5500.0,300.0,1200
7,0,2015,26082.0,5,0,15,14,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
20,4,2017,7358.85,2,0,69,14,0,2,2.9250000000000003,2,5246.0,1899.0,1494.0,5.0,70.0,282.0,3600.0,600.0,1600
7,0,2010,19872.0,5,1,24,13,0,2,1.198,1,3900.0,1695.0,1535.0,5.0,42.0,89.0,6200.0,110.0,4800
1,4,2021,14904.0,2,0,15,14,0,2,1.995,2,4709.0,1827.0,1435.0,5.0,59.0,188.0,4000.0,400.0,1750
13,2,2015,31436.883,2,0,36,5,1,2,2.179,0,4465.0,1900.0,1635.0,5.0,57.0,188.0,3500.0,420.0,1750
8,1,2022,1055.7,2,1,45,14,0,2,1.493,1,3995.0,1770.0,1605.0,5.0,45.0,99.0,4000.0,240.0,1500
30,1,2020,26864.46,5,0,6,12,0,2,1.197,1,3971.0,1682.0,1469.0,5.0,45.0,103.0,5000.0,175.0,1500
18,0,2015,42065.298,0,1,15,14,1,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500
17,1,2019,42849.0,2,1,39,1,0,2,2.179,0,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500
18,0,2021,9142.362,5,1,6,14,0,2,1.197,1,3845.0,1735.0,1530.0,5.0,37.0,89.0,6000.0,113.0,4400
29,2,2017,18009.0,2,1,47,3,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400
11,1,2017,37384.2,5,0,67,14,0,1,1.368,1,4395.0,1818.0,1640.0,5.0,60.0,160.0,5500.0,250.0,2500
18,0,2017,86940.0,2,1,72,7,0,2,1.248,1,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,190.0,2000
7,0,2017,14778.557999999999,5,1,1,4,0,2,1.199,1,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800
7,0,2011,34155.0,5,1,36,13,0,2,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
30,0,2017,31671.0,5,0,61,14,0,2,1.197,1,4384.0,1699.0,1466.0,5.0,55.0,103.0,5000.0,175.0,1500
7,0,2014,30429.0,5,1,15,4,1,2,1.198,1,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,109.0,4500
24,0,2017,29808.0,5,1,45,1,0,2,1.498,1,4315.0,1822.0,1695.0,5.0,50.0,105.0,5600.0,142.0,4000
6,0,2013,45954.0,2,1,27,8,0,2,1.498,1,4291.0,1722.0,1496.0,5.0,43.0,89.0,3750.0,204.0,2000
17,0,2012,63342.0,2,1,45,7,1,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,140.0,3750.0,330.0,2800
1,4,2018,19872.0,5,0,45,2,0,2,1.998,2,4936.0,1868.0,1479.0,5.0,57.0,248.0,5200.0,350.0,1450
28,0,2013,60237.0,2,1,3,1,0,2,2.179,2,4655.0,1965.0,1922.0,7.0,55.0,138.0,4000.0,320.0,1700
12,1,2021,9936.0,5,0,36,12,0,2,1.353,1,4315.0,1800.0,1645.0,5.0,50.0,138.0,6000.0,242.0,1500
23,4,2016,34589.7,2,0,50,13,0,1,2.967,0,4855.0,1939.0,1705.0,5.0,85.0,241.0,3800.0,550.0,1750
1,4,2017,49680.0,2,0,67,14,0,2,2.993,0,4922.0,2004.0,1745.0,5.0,80.0,262.0,4000.0,620.0,1500
6,0,2014,71415.0,2,1,56,14,0,2,1.498,1,3999.0,1765.0,1708.0,5.0,52.0,89.0,3750.0,204.0,2000
8,0,2020,45954.0,5,1,1,14,0,2,1.197,1,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,114.0,4000
8,0,2015,37881.0,2,1,1,13,0,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500
29,0,2014,65089.494,5,1,45,7,0,2,1.798,1,4540.0,1760.0,1480.0,5.0,55.0,138.0,6400.0,173.0,4000
8,0,2013,10557.0,5,1,56,14,0,2,1.797,1,4530.0,1775.0,1470.0,5.0,56.0,147.0,6500.0,177.0,4700
0,2,2015,37260.0,2,0,15,14,1,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
18,0,2016,27945.0,5,1,15,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
17,1,2016,47078.631,2,1,6,1,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
17,2,2021,2367.873,5,1,11,12,0,2,1.997,0,3985.0,1820.0,1855.0,4.0,57.0,150.0,5000.0,300.0,1250
18,0,2016,40320.288,5,1,45,12,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
18,0,2018,42538.5,2,1,71,7,0,2,1.248,1,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000
29,1,2014,52785.0,2,0,15,14,0,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400
1,3,2017,25644.816,2,0,45,2,0,2,1.995,2,4899.0,2094.0,1464.0,5.0,65.0,190.0,4000.0,400.0,1750
7,0,2013,45064.106999999996,2,1,65,14,0,2,1.498,1,3990.0,1680.0,1505.0,5.0,35.0,99.0,3600.0,200.0,1750
18,0,2020,2667.195,5,1,65,13,0,2,0.998,1,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,90.0,3500
18,1,2018,50922.0,2,1,1,14,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2010,20493.0,5,1,45,7,0,2,1.298,1,4160.0,1690.0,1530.0,5.0,43.0,87.0,6000.0,113.0,4500
8,1,2018,42228.0,2,1,32,1,0,2,1.582,1,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500
7,2,2022,5297.13,5,0,56,14,3,2,1.498,1,4549.0,1748.0,1489.0,5.0,40.0,119.0,6600.0,145.0,4300
8,2,2018,28566.0,5,0,15,1,0,2,1.999,1,4475.0,1850.0,1660.0,5.0,62.0,153.0,6200.0,192.0,4000
29,2,2020,16146.0,5,1,15,13,0,2,2.694,2,4735.0,1830.0,1795.0,7.0,65.0,164.0,5200.0,245.0,4000
0,4,2014,24463.674,5,0,29,14,1,2,1.984,0,4198.0,1842.0,1353.0,2.0,60.0,208.0,4300.0,350.0,1600
28,0,2018,21735.0,5,0,54,2,0,2,1.199,1,3746.0,1647.0,1535.0,5.0,35.0,84.0,6000.0,114.0,3500
18,0,2019,11104.101,5,1,59,7,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
7,0,2014,30061.989,5,1,59,14,1,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
18,0,2020,24840.0,5,1,16,14,0,2,0.796,1,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500
0,2,2017,38280.303,2,0,14,2,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
20,4,2020,13041.0,5,0,24,14,1,2,1.991,2,4686.0,1810.0,1409.0,4.0,59.0,241.0,5500.0,370.0,1300
28,1,2022,931.5,5,1,36,1,0,2,1.199,1,3993.0,1811.0,1606.0,5.0,44.0,118.0,5500.0,170.0,1750
6,0,2014,24209.685,2,1,51,13,0,2,1.498,1,3998.0,1765.0,1647.0,5.0,52.0,99.0,3750.0,205.0,1750
7,0,2015,32292.0,5,1,51,4,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
8,0,2011,26082.0,5,1,56,7,0,2,1.197,1,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000
7,0,2014,18283.482,5,0,45,13,0,2,1.198,1,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500
11,1,2017,44587.8,2,1,39,1,0,2,1.956,1,4395.0,1818.0,1640.0,5.0,60.0,171.0,3750.0,350.0,1750
20,4,2022,3105.0,5,0,15,14,0,2,1.497,2,4686.0,1810.0,1442.0,5.0,66.0,181.0,5800.0,280.0,1600
8,0,2020,11178.0,0,1,21,6,0,2,1.197,1,3805.0,1680.0,1520.0,5.0,60.0,68.0,6000.0,95.0,4000
29,3,2018,22977.0,2,0,15,14,0,2,2.755,2,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
7,0,2009,52785.0,5,1,44,14,1,2,1.497,1,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600
8,0,2018,40709.655,2,1,71,14,1,2,1.186,1,3995.0,1660.0,1520.0,5.0,43.0,74.0,4000.0,190.0,1750
13,4,2021,21735.0,2,0,15,0,0,2,1.999,0,4371.0,1996.0,1649.0,5.0,66.5,177.0,4000.0,430.0,1750
1,4,2018,54027.0,2,0,58,2,0,2,1.995,0,4657.0,1881.0,1678.0,5.0,67.0,190.0,4000.0,400.0,1750
8,1,2018,26082.0,5,0,36,14,0,2,1.591,1,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850
17,1,2018,42228.0,2,1,40,14,1,2,2.179,0,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500
15,1,2022,372.6,5,1,36,9,0,2,1.498,1,4323.0,1809.0,1650.0,5.0,48.0,108.0,6000.0,144.0,4400
29,0,2017,53409.726,2,1,24,14,0,2,1.364,1,3884.0,1695.0,1510.0,5.0,45.0,67.0,3800.0,170.0,1800
7,0,2014,46575.0,2,1,32,14,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
17,1,2014,61479.0,2,1,40,13,0,2,2.179,2,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800
26,3,2021,13445.271,5,0,45,2,0,2,1.798,1,4861.0,1864.0,1483.0,5.0,66.0,177.0,5100.0,250.0,1250
8,0,2016,52164.0,2,1,5,14,0,2,1.3960000000000001,1,3995.0,1760.0,1555.0,5.0,45.0,89.0,4000.0,220.0,1500
20,2,2014,40365.0,2,0,10,14,1,2,2.997,0,4804.0,2141.0,1796.0,5.0,70.0,254.0,3600.0,619.0,1600
18,0,2017,19251.0,5,0,45,2,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
20,4,2022,10557.0,2,0,66,7,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
17,1,2020,17388.0,2,1,15,1,0,2,2.184,0,3985.0,1820.0,1920.0,6.0,57.0,130.0,3750.0,300.0,1600
7,0,2015,39744.0,2,1,58,14,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
7,0,2014,52785.0,2,1,29,13,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
18,0,2017,21735.0,5,0,45,2,2,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
31,1,2015,27324.0,2,0,45,2,0,2,1.984,1,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500
18,0,2017,19872.0,5,0,11,9,1,2,0.998,1,3715.0,1635.0,1565.0,5.0,35.0,67.0,6000.0,90.0,3500
18,0,2016,30961.197,5,1,20,14,0,2,0.998,1,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500
18,0,2013,28566.0,5,1,71,14,0,2,0.998,1,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,90.0,3500
18,0,2008,31050.0,5,1,71,13,1,2,1.061,1,3520.0,1475.0,1690.0,5.0,35.0,67.0,6200.0,84.0,3500
18,0,2017,22356.0,5,0,74,14,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
24,0,2021,8073.0,5,0,14,14,0,2,0.999,1,3991.0,1750.0,1605.0,5.0,40.0,99.0,5000.0,152.0,2200
8,0,2013,27945.0,5,1,11,7,0,2,0.998,1,3515.0,1500.0,1510.0,5.0,32.0,68.0,6200.0,94.0,3500
20,2,2011,16146.0,5,0,15,1,0,2,3.498,2,5226.0,2120.0,1479.0,5.0,90.0,272.0,6300.0,345.0,4500
18,0,2022,2359.8,0,1,15,14,0,2,0.998,1,3565.0,1520.0,1564.0,4.0,55.0,58.0,5500.0,78.0,3500
29,2,2018,21811.383,2,1,54,14,0,2,2.3930000000000002,2,4735.0,1830.0,1795.0,8.0,55.0,148.0,3400.0,343.0,1400
12,2,2021,13041.0,2,0,15,7,0,2,1.493,1,4315.0,1800.0,1645.0,5.0,50.0,114.0,4000.0,250.0,1500
8,2,2022,1658.07,5,0,36,14,0,2,1.497,1,4300.0,1790.0,1635.0,5.0,50.0,113.0,6300.0,144.0,4500
26,0,2016,77004.0,2,1,12,7,0,2,1.598,1,4386.0,1699.0,1466.0,5.0,55.0,105.0,4400.0,250.0,2500
8,0,2016,6141.069,5,1,6,2,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
7,1,2021,8073.0,5,0,15,4,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,118.0,6600.0,145.0,4600
28,1,2018,21735.0,5,0,11,9,0,2,1.198,1,3994.0,1811.0,1607.0,5.0,44.0,108.0,5000.0,170.0,1750
18,0,2017,31761.045,5,1,48,12,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
20,4,2019,8073.0,2,0,45,14,0,2,2.987,0,5130.0,1934.0,1850.0,7.0,100.0,255.0,3400.0,620.0,1600
0,3,2011,34776.0,5,0,56,12,2,2,4.163,0,4649.0,1860.0,1366.0,5.0,64.0,444.0,8250.0,430.0,4000
20,4,2018,27945.0,2,0,45,7,0,2,2.1430000000000002,0,4656.0,1890.0,1639.0,5.0,66.0,168.0,3000.0,400.0,1400
26,2,2017,51480.9,2,0,12,4,0,2,1.968,1,4861.0,1864.0,1483.0,5.0,66.0,174.0,3600.0,350.0,1500
18,0,2014,35299.503,1,1,50,14,1,2,0.796,1,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500
6,0,2015,39744.0,5,1,56,7,0,2,1.196,1,3795.0,1680.0,1427.0,5.0,45.0,70.0,6250.0,102.0,4000
18,0,2019,5988.924,5,0,56,2,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,82.0,6000.0,113.0,4200
18,0,2017,25848.504,5,0,56,14,1,2,0.998,1,3695.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500
