Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Horsepower,HP RPM,Torque,Torque RPM
20,3,2018,26703.0,2,0,45,7,1,2,2.1430000000000002,1,4424.0,1804.0,1494.0,5.0,50.0,134.0,3600.0,300.0,1600
18,0,2021,9936.0,5,1,15,7,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
8,1,2019,17174.997,2,0,36,7,1,2,1.582,1,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500
8,0,2012,18630.0,5,1,28,14,0,2,0.998,1,3515.0,1500.0,1510.0,5.0,32.0,68.0,6200.0,94.0,3500
7,0,2012,68931.0,5,1,18,12,0,2,1.497,1,4440.0,1695.0,1485.0,5.0,42.0,116.0,6600.0,146.0,4800
20,2,2016,23349.6,2,0,56,12,0,2,2.1430000000000002,1,4299.0,1780.0,1433.0,4.0,50.0,134.0,3600.0,300.0,1400
18,0,2017,29808.0,2,1,15,2,0,2,1.248,1,3995.0,1745.0,1500.0,5.0,37.0,74.0,4000.0,190.0,2000
8,1,2019,22977.0,2,1,27,2,0,2,1.3960000000000001,1,4270.0,1780.0,1665.0,5.0,55.0,89.0,4000.0,220.0,1500
20,4,2015,33534.0,2,0,20,14,0,2,2.987,2,5246.0,1899.0,1494.0,5.0,70.0,255.0,3600.0,620.0,1600
0,2,2017,50799.042,2,0,49,2,1,2,1.968,1,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,400.0,1750
8,1,2018,28513.215,2,0,45,1,0,2,1.582,1,4440.0,1729.0,1475.0,5.0,45.0,126.0,4000.0,260.0,1500
8,2,2021,14904.0,5,0,45,7,0,2,1.999,1,4500.0,1790.0,1675.0,6.0,50.0,157.0,6500.0,191.0,4500
7,0,2019,13801.104,5,0,56,7,0,2,1.199,1,3995.0,1695.0,1501.0,5.0,35.0,89.0,6000.0,110.0,4800
18,1,2021,23598.0,0,1,15,14,0,2,1.373,1,4296.0,1695.0,1685.0,7.0,45.0,94.0,6000.0,130.0,4000
7,0,2018,33439.608,5,1,15,8,0,2,1.199,1,3995.0,1695.0,1501.0,5.0,35.0,89.0,6000.0,110.0,4800
1,1,2013,64747.944,2,0,27,12,1,2,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
20,2,2016,37979.739,5,0,45,1,1,2,1.991,2,4879.0,1854.0,1474.0,5.0,80.0,184.0,5500.0,300.0,1200
7,0,2015,44712.0,5,1,42,4,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
13,4,2016,18009.0,2,0,15,2,0,2,2.179,0,4465.0,1900.0,1635.0,5.0,57.0,188.0,3500.0,420.0,1750
7,0,2018,26082.0,5,1,11,8,0,2,1.199,1,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800
0,1,2012,24840.0,2,0,58,1,0,2,1.968,0,4629.0,1898.0,1653.0,5.0,75.0,174.0,4200.0,380.0,1750
17,1,2020,35645.4,2,1,0,14,0,2,1.497,1,3995.0,1821.0,1627.0,5.0,42.0,115.0,3750.0,300.0,1500
10,4,2019,8383.5,2,0,15,13,1,2,1.999,2,5067.0,2091.0,1457.0,5.0,66.0,177.0,4000.0,430.0,1750
20,4,2021,7700.4,5,0,56,2,0,2,1.991,2,4686.0,1810.0,1442.0,5.0,66.0,201.0,5800.0,300.0,1200
11,3,2021,23598.0,2,0,56,14,0,2,1.956,0,4405.0,1818.0,1640.0,5.0,60.0,168.0,3750.0,350.0,1750
29,1,2012,75141.0,2,1,40,5,1,2,2.982,0,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,343.0,1400
29,0,2015,47196.0,2,1,56,14,0,2,1.364,1,3775.0,1695.0,1510.0,5.0,45.0,67.0,3800.0,170.0,1800
17,1,2018,31050.0,2,1,11,8,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
8,0,2013,29013.740999999998,5,0,67,13,1,2,1.197,1,3565.0,1595.0,1550.0,5.0,35.0,80.0,5200.0,111.0,4000
17,1,2017,25752.87,2,0,15,1,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
17,0,2013,105570.0,2,1,64,14,2,2,2.179,2,4430.0,1817.0,1975.0,8.0,60.0,120.0,4000.0,290.0,1800
13,4,2014,49680.0,2,0,15,14,1,2,2.993,0,4879.0,2073.0,1780.0,5.0,77.0,289.0,4000.0,600.0,2000
7,1,2018,3726.0,5,0,45,13,0,1,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
0,4,2021,10557.0,5,0,45,14,0,2,1.798,1,4701.0,1826.0,1427.0,5.0,63.0,170.0,3800.0,320.0,1400
7,0,2014,19251.0,5,1,34,14,0,2,1.198,1,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,109.0,4500
2,0,2014,45497.565,2,0,15,14,1,2,1.998,1,4597.0,1788.0,1477.0,5.0,60.0,164.0,3800.0,380.0,2000
8,1,2019,29187.0,2,1,30,14,0,2,1.582,1,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500
18,0,2017,26082.0,2,1,15,14,0,2,1.248,1,4296.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750
20,2,2017,15525.0,2,0,45,14,1,2,2.1430000000000002,1,4417.0,1804.0,1494.0,5.0,50.0,134.0,3600.0,300.0,1600
8,0,2009,86940.0,2,1,73,13,2,2,1.991,1,4800.0,1832.0,1485.0,5.0,70.0,142.0,4000.0,323.0,2000
18,0,2018,42735.978,5,0,45,13,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,82.0,6000.0,113.0,4200
29,2,2018,35397.0,2,0,56,7,0,2,2.755,2,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,360.0,1200
7,1,2020,24219.0,2,0,40,14,0,2,1.498,1,3995.0,1695.0,1501.0,5.0,35.0,79.0,3600.0,160.0,1750
29,3,2022,7483.05,5,0,15,1,0,2,2.694,2,4735.0,1830.0,1795.0,7.0,65.0,164.0,5200.0,245.0,4000
7,0,2017,14966.1,5,1,45,13,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
6,0,2017,14283.0,5,1,15,14,0,2,1.196,1,3995.0,1695.0,1525.0,5.0,42.0,87.0,6300.0,112.0,4000
18,0,2009,114885.0,2,1,12,7,0,2,1.248,1,3760.0,1690.0,1530.0,5.0,43.0,75.0,4000.0,190.0,2000
18,1,2019,47196.0,2,1,27,14,0,2,1.498,1,4490.0,1730.0,1485.0,5.0,43.0,94.0,4000.0,225.0,1500
18,0,2020,29187.0,5,1,27,14,0,2,0.998,1,3695.0,1600.0,1560.0,5.0,35.0,67.0,6000.0,90.0,3500
29,1,2021,1186.11,5,0,71,14,0,2,1.462,1,3995.0,1790.0,1640.0,5.0,48.0,103.0,6000.0,138.0,4400
8,1,2019,14283.0,2,1,1,9,0,2,1.3960000000000001,1,4270.0,1780.0,1630.0,5.0,60.0,89.0,4000.0,224.0,1500
0,3,2020,22963.338,2,0,10,2,1,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
17,1,2016,20493.0,2,1,63,14,0,2,2.179,0,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600
8,0,2012,11770.434,5,1,54,14,0,2,1.086,1,3585.0,1595.0,1550.0,5.0,35.0,68.0,5500.0,99.081,4500
8,0,2015,36142.2,5,0,50,13,0,2,1.591,1,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200
8,0,2016,49680.0,2,1,3,14,1,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,40.0,89.0,4000.0,220.0,1500
0,1,2011,46575.0,2,0,39,13,0,2,1.968,1,4701.0,1826.0,1427.0,5.0,63.0,177.0,4200.0,380.0,1750
0,3,2017,39744.0,2,0,11,2,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
26,0,2016,72686.808,2,1,27,13,0,2,1.598,1,4386.0,1699.0,1466.0,5.0,55.0,105.0,4400.0,250.0,2500
8,0,2017,29187.0,5,1,15,13,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
0,2,2018,26883.09,5,0,56,2,0,2,1.798,1,4456.0,1796.0,1416.0,5.0,50.0,178.0,5100.0,250.0,150
20,3,2016,4347.0,2,0,15,14,0,2,2.1430000000000002,2,4686.0,1810.0,1442.0,5.0,66.0,168.0,3000.0,400.0,1400
17,1,2016,93150.0,2,1,39,14,0,2,2.179,2,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800
29,1,2013,77625.0,2,0,15,14,0,2,2.982,2,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400
20,4,2019,26131.059,2,0,56,13,0,2,2.987,2,5063.0,1860.0,1494.0,5.0,80.0,255.0,3400.0,620.0,1600
0,1,2014,42849.0,2,0,44,2,0,2,1.968,1,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,380.0,1750
21,0,2011,24840.0,2,1,43,14,1,2,2.835,0,4755.0,1775.0,1900.0,5.0,92.0,118.0,4000.0,292.0,2000
29,0,2011,62936.487,5,1,56,12,2,2,1.496,1,4265.0,1695.0,1510.0,5.0,45.0,90.0,5600.0,132.0,3000
17,1,2021,22790.7,2,1,11,14,0,2,1.497,1,4585.0,1866.0,1774.0,8.0,45.0,121.0,3500.0,300.0,1750
0,1,2012,149040.0,2,0,39,14,0,2,2.967,0,4915.0,1874.0,1455.0,5.0,75.0,245.0,4000.0,500.0,1400
0,2,2014,47524.509,2,0,56,2,0,2,1.968,1,4456.0,1796.0,1416.0,5.0,50.0,141.0,3500.0,320.0,1750
29,1,2014,52785.0,2,1,6,13,1,2,2.494,2,4585.0,1760.0,1760.0,7.0,55.0,100.0,3600.0,200.0,1400
22,0,2016,61479.0,2,1,11,14,0,2,1.461,1,4331.0,1822.0,1671.0,5.0,50.0,84.0,3750.0,200.0,1900
8,0,2014,23572.539,5,0,15,14,1,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,79.0,6000.0,112.0,4000
29,4,2021,37260.0,2,0,10,14,0,2,2.755,0,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600
3,0,2017,16767.0,5,1,39,13,0,2,1.198,1,3785.0,1635.0,1485.0,5.0,35.0,67.0,5000.0,104.0,4000
8,2,2022,807.3,5,0,15,1,0,2,1.353,1,4300.0,1790.0,1635.0,5.0,50.0,138.0,6000.0,242.0,1500
1,4,2020,13473.216,2,0,45,2,0,2,2.993,0,4922.0,2004.0,1745.0,5.0,80.0,262.0,4000.0,620.0,1500
20,4,2019,20493.0,2,0,15,0,0,2,1.95,2,4686.0,1810.0,1442.0,5.0,66.0,192.0,3800.0,400.0,1600
31,2,2016,3726.0,2,0,45,12,0,2,1.984,1,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500
8,0,2019,11799.0,5,0,36,5,0,2,1.086,1,3610.0,1645.0,1560.0,5.0,35.0,68.0,5500.0,99.0,4500
7,1,2019,36401.778,5,1,56,7,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
17,1,2019,53183.061,2,1,7,14,0,0,1.493,2,3995.0,1835.0,1839.0,7.0,60.0,100.0,3750.0,240.0,1600
24,0,2020,25876.449,5,0,74,10,0,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
20,4,2022,6210.0,2,0,15,2,0,2,1.95,0,4924.0,2157.0,1772.0,5.0,93.0,241.0,4200.0,500.0,1600
8,1,2018,22356.0,2,1,54,7,0,2,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
18,0,2018,19251.0,5,1,45,7,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,89.0,6000.0,113.0,4400
1,4,2020,23088.78,2,0,6,14,0,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
17,2,2021,8694.0,2,0,73,1,0,2,2.184,0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,300.0,1600
28,0,2018,33230.952,5,1,27,9,1,2,1.199,1,3746.0,1647.0,1535.0,5.0,35.0,84.0,6000.0,114.0,3500
20,4,2022,2856.6,2,0,6,14,3,2,2.148,2,4596.0,1770.0,1447.0,5.0,66.0,170.0,3700.0,410.0,2000
15,4,2021,24840.0,2,0,15,13,0,2,1.996,0,4985.0,1926.0,1867.0,6.0,75.0,215.0,4000.0,480.0,1500
8,0,2015,40365.0,2,1,40,14,1,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500
1,4,2019,20470.023,2,0,6,1,0,2,1.995,2,4454.0,2044.0,1545.0,5.0,63.0,184.0,4000.0,350.0,1750
20,1,2012,62721.0,2,0,66,4,1,2,2.1430000000000002,2,4868.0,1854.0,1470.0,5.0,80.0,231.0,3000.0,400.0,2800
24,0,2018,8694.0,5,1,45,6,0,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
18,1,2018,31360.5,2,1,17,2,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2019,50207.229,2,1,27,14,0,2,1.248,1,3840.0,1735.0,1530.0,5.0,37.0,74.0,4000.0,190.0,2000
0,2,2014,12338.028,2,0,15,14,0,2,1.968,1,4915.0,1874.0,1455.0,5.0,65.0,177.0,3750.0,380.0,1750
7,0,2016,27945.0,5,0,45,14,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
8,0,2019,19162.818,5,1,27,13,0,2,1.086,1,3610.0,1645.0,1560.0,5.0,35.0,68.0,5500.0,99.0,4500
17,1,2018,35086.5,2,1,39,1,0,2,2.179,2,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500
8,0,2020,22978.863,5,1,6,7,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
7,1,2021,6831.0,2,1,39,14,0,2,1.498,1,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750
18,0,2016,32913.0,5,1,30,14,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
1,3,2018,46575.0,2,0,12,14,0,2,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
20,1,2010,74520.0,2,0,56,13,0,2,2.987,2,4868.0,1854.0,1471.0,5.0,80.0,231.0,3800.0,540.0,1600
0,2,2013,27378.027,2,0,45,14,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
20,2,2014,36639.0,2,0,15,4,0,2,2.1430000000000002,2,4879.0,1854.0,1474.0,5.0,80.0,204.0,4200.0,500.0,1600
0,4,2017,27945.0,2,0,45,14,0,2,2.967,0,5052.0,1968.0,1740.0,7.0,75.0,245.0,2910.0,600.0,1500
22,0,2013,57132.0,2,1,39,7,1,2,1.461,1,4425.0,1695.0,1505.0,5.0,41.0,85.0,3750.0,200.0,2000
6,0,2019,30070.061999999998,5,1,36,2,0,2,1.497,1,3998.0,1765.0,1647.0,5.0,52.0,121.0,6500.0,150.0,4500
1,4,2019,18009.0,2,0,15,2,0,2,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
17,2,2021,23287.5,2,1,14,4,0,2,2.184,0,3985.0,1820.0,1844.0,4.0,57.0,130.0,3750.0,300.0,1600
18,0,2018,38502.0,5,1,20,13,1,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
0,4,2020,10557.0,5,0,56,14,0,2,1.395,1,4726.0,1842.0,1427.0,5.0,54.0,148.0,5000.0,250.0,1500
18,0,2017,47594.682,0,1,45,13,0,2,1.373,1,4296.0,1695.0,1685.0,7.0,45.0,94.0,6000.0,130.0,4000
8,1,2019,27324.0,5,1,15,7,0,2,1.591,1,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,151.0,4850
23,4,2018,12420.0,5,0,15,15,0,2,1.988,2,4379.0,1801.0,1281.0,2.0,54.0,295.0,6500.0,380.0,2150
1,1,2013,63342.0,2,0,6,14,1,2,1.995,2,4633.0,1811.0,1429.0,5.0,57.0,188.0,4000.0,400.0,1750
8,2,2022,5589.0,2,1,58,1,0,2,1.493,1,4300.0,1790.0,1635.0,5.0,50.0,113.0,4000.0,250.0,1500
17,0,2013,83835.0,2,1,71,1,0,2,2.179,1,4585.0,1890.0,1785.0,7.0,70.0,140.0,3750.0,330.0,2800
20,4,2020,9004.5,2,0,56,13,0,2,1.95,0,4658.0,1890.0,1644.0,5.0,66.0,192.0,3800.0,400.0,1600
18,0,2019,19593.792,5,0,45,4,0,2,1.197,1,3995.0,1735.0,1515.0,5.0,37.0,82.0,6000.0,113.0,4200
18,0,2016,43470.0,5,0,1,7,0,2,0.998,1,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,90.0,3500
7,0,2016,21818.214,5,1,15,13,0,2,1.198,1,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,109.0,4500
13,4,2016,27945.0,2,0,6,14,2,2,2.993,0,4879.0,2073.0,1780.0,5.0,77.0,289.0,4000.0,600.0,2000
20,4,2020,11178.0,2,0,15,3,0,2,1.95,0,4924.0,2157.0,1772.0,5.0,93.0,241.0,4200.0,500.0,1600
18,0,2018,4968.0,5,0,45,2,0,2,1.197,1,3840.0,1735.0,1530.0,5.0,37.0,82.0,6000.0,113.0,4200
8,1,2016,38579.625,2,1,54,14,0,2,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
13,4,2016,48438.0,2,0,56,12,0,2,1.999,0,4600.0,2069.0,1690.0,7.0,65.0,177.0,4000.0,430.0,1750
8,0,2018,39930.3,5,1,56,4,0,2,1.197,1,3995.0,1760.0,1555.0,5.0,40.0,82.0,6000.0,115.0,4000
28,2,2021,17388.0,2,1,23,14,0,2,1.956,1,4661.0,1894.0,1786.0,7.0,50.0,168.0,3750.0,350.0,1750
26,2,2017,17760.6,5,0,45,7,0,2,1.798,1,4659.0,1814.0,1476.0,5.0,50.0,177.0,4500.0,250.0,1250
0,3,2015,43159.5,2,0,10,14,1,2,1.968,1,4933.0,1874.0,1455.0,5.0,75.0,190.0,3800.0,400.0,1750
8,1,2017,43470.0,2,1,32,14,0,2,1.582,1,4270.0,1780.0,1630.0,5.0,60.0,126.0,4000.0,265.0,1900
17,1,2018,14904.0,2,1,45,14,0,2,2.498,0,3920.0,1726.0,1930.0,6.0,60.0,105.0,3800.0,247.0,1800
0,1,2012,43159.5,2,0,1,2,0,2,1.968,0,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750
18,0,2019,15835.5,2,1,39,13,0,2,1.248,1,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750
18,0,2017,12420.0,5,0,45,2,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
20,2,2016,34155.0,2,0,45,14,1,2,2.1430000000000002,1,4417.0,1804.0,1494.0,5.0,50.0,134.0,3600.0,300.0,1600
18,0,2021,5365.44,0,1,7,14,0,2,1.196,2,3675.0,1475.0,1800.0,5.0,40.0,73.0,6000.0,101.0,3000
10,3,2013,40365.0,5,0,45,14,1,2,2.995,2,5247.0,2110.0,1448.0,5.0,83.0,335.0,6500.0,450.0,3500
20,4,2019,3570.75,2,0,6,14,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
30,0,2015,31050.0,5,1,15,14,0,2,1.198,1,3971.0,1682.0,1469.0,5.0,45.0,74.0,5400.0,110.0,3750
1,4,2017,17388.0,2,0,15,14,0,2,2.993,2,5219.0,1902.0,1481.0,4.0,78.0,262.0,4000.0,620.0,2000
24,0,2017,26703.0,5,1,27,7,3,2,0.999,1,3679.0,1579.0,1478.0,5.0,28.0,67.0,5500.0,91.0,4250
8,2,2019,27867.996,2,0,6,14,0,2,1.995,1,4475.0,1850.0,1660.0,5.0,62.0,182.0,4000.0,400.0,1750
8,0,2013,59373.81,2,1,63,14,1,2,1.336,1,3995.0,1710.0,1505.0,5.0,45.0,89.0,4000.0,219.744,1500
22,0,2013,31671.0,2,1,74,7,0,2,1.461,1,4425.0,1695.0,1505.0,5.0,41.0,85.0,3750.0,200.0,2000
13,2,2013,68310.0,2,0,11,12,1,2,2.179,0,4355.0,2120.0,1635.0,5.0,57.0,190.0,3500.0,420.0,1750
18,0,2014,33343.353,0,1,45,10,0,2,1.373,1,4265.0,1695.0,1685.0,7.0,60.0,82.0,6000.0,110.0,4000
8,0,2018,43470.0,5,1,35,14,0,2,0.8140000000000001,1,3495.0,1550.0,1500.0,5.0,32.0,55.0,5500.0,75.0,4000
8,0,2014,35397.0,5,1,15,7,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
29,1,2014,39123.0,5,0,15,7,0,2,1.798,1,4540.0,1760.0,1480.0,5.0,55.0,138.0,6400.0,173.0,4000
18,0,2016,33414.147,5,1,24,14,0,2,1.197,1,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000
18,0,2018,28566.0,5,1,51,14,0,2,1.373,1,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000
26,1,2018,41946.066,5,0,40,10,1,2,1.798,1,4670.0,1814.0,1476.0,5.0,50.0,177.0,5100.0,250.0,1250
13,4,2021,9004.5,5,0,15,14,0,2,1.997,0,4600.0,2069.0,1724.0,7.0,70.0,245.0,5500.0,365.0,1500
7,1,2018,23039.1,5,1,47,7,0,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
20,4,2019,18630.0,2,0,24,14,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
24,0,2018,55305.639,5,1,74,10,0,2,0.799,1,3679.0,1579.0,1478.0,5.0,28.0,53.0,5678.0,72.0,4386
18,0,2013,47817.0,2,1,40,14,1,2,1.248,1,4265.0,1695.0,1685.0,7.0,45.0,89.0,4000.0,200.0,1750
31,2,2018,26082.0,2,0,58,12,0,2,1.984,1,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500
18,0,2017,36108.666,5,1,6,12,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
29,0,2013,46575.0,2,1,32,13,1,2,1.364,1,4265.0,1695.0,1510.0,5.0,45.0,68.0,3600.0,170.0,2400
20,4,2018,31360.5,2,0,14,14,2,2,2.1430000000000002,0,4819.0,2141.0,1796.0,5.0,93.0,201.0,3800.0,500.0,1600
20,4,2022,2375.946,2,0,1,14,3,2,1.95,1,4549.0,1796.0,1446.0,5.0,43.0,147.0,3400.0,320.0,1400
20,4,2019,32913.0,2,0,14,14,0,2,2.987,0,5130.0,1934.0,1850.0,7.0,100.0,255.0,3400.0,620.0,1600
8,1,2018,22977.0,5,1,15,1,1,2,1.591,1,4270.0,1780.0,1665.0,5.0,55.0,122.0,6400.0,151.0,4850
7,0,2017,23598.0,5,0,1,7,1,2,1.497,1,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600
18,0,2021,5277.879,5,1,67,15,0,2,1.197,1,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000
8,0,2016,37993.401,2,1,29,14,0,2,1.3960000000000001,1,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500
7,0,2017,27945.0,5,1,15,7,0,2,1.199,1,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800
20,0,2007,63342.0,5,0,56,13,0,2,3.498,2,5076.0,1871.0,1473.0,5.0,90.0,272.0,6000.0,350.0,2400
8,0,2021,5733.072,5,0,45,2,0,2,1.197,1,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,114.0,4000
8,0,2018,26455.221,5,1,68,2,0,2,1.197,1,3985.0,1734.0,1505.0,5.0,45.0,82.0,6000.0,115.0,4000
17,0,2009,55890.0,2,1,39,6,1,2,2.179,2,4430.0,1817.0,1975.0,8.0,60.0,120.0,4000.0,290.0,1800
0,4,2016,40365.0,2,0,56,2,0,2,2.967,0,5052.0,1968.0,1740.0,7.0,75.0,245.0,2910.0,600.0,1500
29,2,2018,24840.0,2,0,40,3,0,2,2.755,2,4735.0,1830.0,1795.0,7.0,55.0,172.0,3400.0,360.0,1200
27,0,2013,65964.483,2,0,1,14,1,2,2.696,0,4755.0,1900.0,1785.0,7.0,78.0,184.0,4000.0,402.0,3000
1,1,2009,71415.0,2,0,12,6,1,2,2.993,0,4854.0,1933.0,1776.0,5.0,85.0,218.0,4000.0,480.0,1750
7,0,2016,31050.0,5,1,25,14,0,2,1.198,1,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500
1,4,2020,18630.0,2,0,45,1,0,2,1.995,2,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750
0,4,2018,24746.85,2,0,66,2,0,2,2.967,0,5052.0,1968.0,1740.0,7.0,75.0,245.0,2910.0,600.0,1500
8,0,2014,49680.0,2,0,15,14,0,2,1.582,1,4530.0,1775.0,1470.0,5.0,56.0,126.0,4000.0,259.0,1900
9,2,2017,59674.995,2,0,67,13,0,2,2.999,2,4825.0,1860.0,1840.0,7.0,65.0,174.0,3600.0,380.0,1800
18,0,2018,7928.928,5,1,1,14,0,2,1.196,2,3675.0,1475.0,1800.0,5.0,40.0,73.0,6000.0,101.0,3000
0,4,2021,7651.341,5,0,15,1,3,2,1.984,1,4762.0,1847.0,1433.0,5.0,54.0,188.0,4200.0,320.0,1450
29,1,2018,40427.1,5,0,67,0,0,1,1.798,1,4620.0,1775.0,1475.0,5.0,55.0,138.0,6400.0,173.0,4000
8,0,2017,18630.0,5,1,15,9,0,2,1.197,1,3765.0,1660.0,1520.0,5.0,43.0,81.0,6000.0,114.0,4000
28,0,2019,7452.0,5,0,45,13,0,2,1.199,1,3746.0,1647.0,1535.0,5.0,35.0,84.0,6000.0,114.0,3500
20,4,2019,20493.0,2,0,45,14,0,2,1.95,2,4686.0,1810.0,1442.0,5.0,66.0,192.0,3800.0,400.0,1600
20,4,2021,8073.0,2,0,15,1,0,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
26,0,2013,35397.0,5,0,15,14,1,2,1.598,1,4386.0,1699.0,1466.0,5.0,55.0,103.0,5250.0,153.0,3800
20,4,2017,29808.0,2,0,11,1,1,2,1.95,2,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600
0,2,2012,73278.0,2,0,6,1,0,2,2.967,0,5089.0,1983.0,1737.0,7.0,100.0,241.0,3800.0,550.0,1750
1,3,2017,27324.0,2,0,45,14,1,2,1.995,2,4936.0,1868.0,1479.0,5.0,57.0,188.0,4000.0,400.0,1750
24,0,2013,61479.0,2,1,20,14,1,2,1.461,1,4315.0,1822.0,1695.0,5.0,50.0,84.0,3750.0,200.0,1900
20,1,2009,46575.0,5,0,11,12,1,2,3.498,2,5076.0,1871.0,1473.0,5.0,90.0,272.0,6000.0,350.0,2400
